NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
1,경상남도 창원시 의창구 도계동,311-6,0311,0006,남도빌라,72.0000,34.6480,202212,23,"8,500",5,-,-,1994,하남천서길9번길 23,-,중개거래,경남 창원의창구,-,다세대
2,경상남도 창원시 의창구 북면 화천리,435-1,0435,0001,탑드림빌,84.7500,100.2300,202212,21,"13,000",1,-,-,2000,천주로577번길 2,-,직거래,-,-,연립
3,경상남도 창원시 의창구 도계동,402-4,0402,0004,진보녹화맨션,75.7900,29.2194,202212,17,"15,200",3,-,-,1995,원이대로69번길 10-22,-,중개거래,경남 창원마산회원구 경남 창원의창구,-,연립
4,경상남도 창원시 의창구 동읍 용잠리,333-1,0333,0001,한진상가,80.6400,70.6100,202212,13,"4,100",4,-,-,1993,의창대로 840-4,-,중개거래,경남 창원마산회원구,-,연립
5,경상남도 창원시 의창구 도계동,344-2,0344,0002,형제시티빌라(344-2),59.7300,33.3300,202212,09,"11,800",4,-,-,1998,도계로50번길 15-8,-,중개거래,경남 창원의창구,-,다세대
6,경상남도 창원시 의창구 북면 화천리,435-1,0435,0001,탑드림빌,84.7500,100.2300,202211,25,"13,000",1,-,-,2000,천주로577번길 2,-,직거래,-,-,연립
7,경상남도 창원시 의창구 도계동,322-5,0322,0005,리코프라자,84.2600,31.2859,202211,21,"12,500",3,-,-,1990,하남천서길 23,-,중개거래,경남 창원의창구,-,연립다세대
8,경상남도 창원시 의창구 소계동,714-7,0714,0007,진한빌딩,71.1900,27.9000,202211,15,"11,000",5,-,-,1994,소계로84번길 3,-,직거래,-,-,연립다세대
9,경상남도 창원시 의창구 도계동,424-2,0424,0002,형제빌라,62.7300,36.8610,202211,12,"12,300",5,-,-,1992,태복산로7번길 23,-,중개거래,경남 창원의창구,-,연립
10,경상남도 창원시 의창구 도계동,327-11,0327,0011,일호하이파이데파트,78.0000,30.1065,202211,11,"13,000",4,-,-,1991,도계로 41,-,중개거래,경남 창원의창구,-,연립다세대
11,경상남도 창원시 의창구 소답동,137-7,0137,0007,성수빌라22차,61.5600,32.5292,202211,10,"9,000",2,-,-,1998,의안로12번길 29,-,중개거래,경남 창원의창구,-,연립
12,경상남도 창원시 의창구 도계동,303-1,0303,0001,금강난초빌라,40.4900,22.5600,202211,04,"7,250",3,-,-,1997,도계두리길 16-8,-,중개거래,경남 창원의창구,-,연립
13,경상남도 창원시 의창구 동읍 단계리,292,0292,0000,동아바론하우스2,65.6231,76.0072,202211,01,"10,800",3,-,-,2011,자여로 127,-,중개거래,경남 창원의창구,-,연립
14,경상남도 창원시 의창구 팔용동,170-6,0170,0006,팔광,62.5900,29.3200,202210,31,"9,000",4,-,-,1996,의창대로116번길 36,-,중개거래,경남 창원의창구,-,다세대
15,경상남도 창원시 의창구 소답동,152-19,0152,0019,태백산빌라,74.2100,33.2207,202210,27,"11,100",3,-,-,1998,의창대로299번길 15,-,중개거래,경남 창원의창구,-,연립
16,경상남도 창원시 의창구 북면 신촌리,887-3,0887,0003,올라뷰,76.7000,61.5100,202210,22,"11,400",3,-,-,2015,신리길 25,-,직거래,-,-,연립
17,경상남도 창원시 의창구 소답동,159-13,0159,0013,구성빌라2동,74.6800,39.8800,202210,21,"13,000",2,-,-,1994,읍성로127번길 31,-,중개거래,경남 창원의창구,-,연립
18,경상남도 창원시 의창구 동읍 용정리,19-2,0019,0002,자여서원래온빌,71.3450,54.0000,202210,18,"11,000",2,-,-,2012,용정길46번길 11,-,중개거래,경남 창원의창구,-,연립
19,경상남도 창원시 의창구 동읍 단계리,247-3,0247,0003,경준해피존,84.8184,61.8277,202210,17,"12,000",5,-,-,2012,자여로 121-12,-,직거래,-,-,연립
20,경상남도 창원시 의창구 동정동,334-2,0334,0002,더푸름빌리지,68.3834,64.4567,202210,17,"18,800",3,-,-,2016,동정길 53-17,-,중개거래,경남 창원의창구,-,연립
21,경상남도 창원시 의창구 북면 화천리,435-1,0435,0001,탑드림빌,109.6900,127.4500,202210,17,"14,700",1,-,-,2000,천주로577번길 2,-,직거래,-,-,연립
22,경상남도 창원시 의창구 도계동,324-2,0324,0002,즐거운집(원창),66.2100,46.4480,202210,15,"10,100",4,-,-,1995,하남천서길15번길 7-1,-,직거래,-,-,연립다세대
23,경상남도 창원시 의창구 도계동,357-4,0357,0004,중앙상가빌라,56.9400,23.0300,202210,15,"12,800",7,-,-,1995,도계로 63,-,중개거래,경남 창원의창구,-,연립
24,경상남도 창원시 의창구 북면 신촌리,887-3,0887,0003,올라뷰,76.7000,61.5100,202210,13,"7,800",3,-,-,2015,신리길 25,-,직거래,-,-,연립
25,경상남도 창원시 의창구 동정동,334-2,0334,0002,더푸름빌리지,83.3063,78.8092,202210,12,"13,840",3,-,-,2016,동정길 53-17,-,직거래,-,-,연립
26,경상남도 창원시 의창구 소답동,153-1,0153,0001,신상아빌라,70.7500,33.9350,202210,10,"8,500",5,-,-,1994,의창대로289번길 14,-,중개거래,경남 창원의창구,-,다세대
27,경상남도 창원시 의창구 소계동,704-3,0704,0003,미림맨숀,57.8700,50.7048,202210,09,"7,500",2,-,-,1983,금강로369번길 22-8,-,중개거래,경남 창원의창구,-,연립
28,경상남도 창원시 의창구 팔용동,68,0068,0000,프라임하우스4단지,209.1200,308.3550,202210,08,"103,000",1,-,-,2010,반계로62번길 11,-,중개거래,경남 창원의창구,-,연립
29,경상남도 창원시 의창구 도계동,352-6,0352,0006,동하빌라,66.5400,68.6000,202210,08,"15,000",3,-,-,1996,도계로60번길 9-19,-,중개거래,경남 창원의창구,-,연립
30,경상남도 창원시 의창구 도계동,417-5,0417,0005,서원래온빌5차,81.0800,47.2700,202210,08,"26,000",4,-,-,2010,도계로 105,-,중개거래,경남 창원의창구,-,다세대
31,경상남도 창원시 의창구 동읍 용잠리,779-3,0779,0003,소전파크빌,67.2400,74.5000,202210,06,"13,000",4,-,-,2013,동읍로71번길 11,-,직거래,-,-,연립다세대
32,경상남도 창원시 의창구 소답동,142-3,0142,0003,청송장미빌라,54.7400,51.7400,202210,04,"10,000",4,-,-,1998,읍성로101번길 2-1,-,중개거래,경남 창원의창구,-,다세대
33,경상남도 창원시 의창구 서상동,400-4,0400,0004,영진블루빌,72.2300,65.3750,202210,04,"20,300",3,-,-,2011,천주로18번길 12,-,중개거래,경남 창원의창구,-,다세대
34,경상남도 창원시 의창구 동읍 단계리,247-3,0247,0003,경준해피존,78.1254,56.9489,202210,01,"11,800",5,-,-,2012,자여로 121-12,-,중개거래,경남 창원의창구,-,연립
35,경상남도 창원시 의창구 소계동,720-3,0720,0003,뜨라페,51.4400,38.7468,202209,30,"16,000",2,-,-,2016,소계로 131-9,-,직거래,-,-,연립다세대
36,경상남도 창원시 의창구 소계동,716-29,0716,0029,안성빌라,64.2700,43.3700,202209,29,"7,500",4,-,-,2003,금강로355번길 27-9,-,중개거래,경남 창원의창구,-,다세대
37,경상남도 창원시 의창구 서상동,10-21,0010,0021,대암빌라B동,50.3000,30.1960,202209,28,"6,700",1,-,-,2001,천주로12번길 34-15,-,중개거래,경남 창원의창구,-,다세대
38,경상남도 창원시 의창구 소답동,151-20,0151,0020,성수빌라1차,46.1000,24.3600,202209,26,"8,000",1,-,-,1995,의창대로299번길 16-3,-,중개거래,경남 창원의창구,-,다세대
39,경상남도 창원시 의창구 도계동,324-12,0324,0012,대동그린빌라,74.7300,41.3115,202209,24,"13,000",4,-,-,2002,하남천서길15번길 5,-,중개거래,경남 창원의창구,-,다세대
40,경상남도 창원시 의창구 도계동,418-1,0418,0001,대남상가빌라,87.8400,30.9682,202209,16,"15,800",5,-,-,1991,도계로 102,-,중개거래,경남 창원의창구,-,연립다세대
41,경상남도 창원시 의창구 동정동,284-2,0284,0002,대성빌라트,70.4250,39.8081,202209,11,"13,000",2,-,-,2002,서상로35번길 10-4,-,중개거래,경남 창원성산구 경남 창원의창구,-,다세대
42,경상남도 창원시 의창구 동읍 용잠리,332-1,0332,0001,초원빌라,76.6800,76.8180,202209,08,"5,800",1,-,-,1991,의창대로 840-10,20220927,중개거래,경남 창원마산합포구,-,연립
43,경상남도 창원시 의창구 동읍 용잠리,332-1,0332,0001,초원빌라,76.6800,76.8180,202209,08,"5,800",1,-,-,1991,의창대로 840-10,20220927,중개거래,경남 창원마산합포구,-,연립
44,경상남도 창원시 의창구 동읍 용정리,23-5,0023,0005,자여새보금,84.5950,69.4160,202209,05,"12,700",3,-,-,2013,용정길32번길 21,-,중개거래,경남 창원의창구,-,연립
45,경상남도 창원시 의창구 도계동,394-1,0394,0001,담양빌라3,69.1200,73.8300,202209,02,"12,700",3,-,-,1993,하남천동길16번길 3-32,-,중개거래,경남 창원의창구,-,다세대
46,경상남도 창원시 의창구 팔용동,68,0068,0000,프라임하우스4단지,209.1200,308.3550,202209,01,"103,000",1,-,-,2010,반계로62번길 11,-,중개거래,경남 창원성산구,-,연립
47,경상남도 창원시 의창구 도계동,402-4,0402,0004,진보녹화맨션,61.5000,23.7095,202208,31,"15,000",4,-,-,1995,원이대로69번길 10-22,-,중개거래,경남 창원의창구,-,연립
48,경상남도 창원시 의창구 도계동,311-6,0311,0006,남도빌라,48.6000,23.3824,202208,27,"7,900",3,-,-,1994,하남천서길9번길 23,-,중개거래,경남 창원의창구,-,다세대
49,경상남도 창원시 의창구 도계동,327-11,0327,0011,일호하이파이데파트,78.0000,30.1065,202208,26,"15,000",3,-,-,1991,도계로 41,-,중개거래,경남 창원의창구,-,연립
50,경상남도 창원시 의창구 대산면 가술리,387-26,0387,0026,한솔푸르네오,57.8500,52.6981,202208,22,"12,500",4,-,-,2014,가술길1번길 19,-,중개거래,경남 창원의창구,-,연립
51,경상남도 창원시 의창구 동읍 용정리,20-5,0020,0005,라인빌라트,84.9950,48.6481,202208,14,"7,500",2,-,-,1998,용정길46번길 39,-,중개거래,경남 창원의창구,-,연립
52,경상남도 창원시 의창구 도계동,348-3,0348,0003,성산빌라6차,61.7700,30.3778,202208,13,"13,100",2,-,-,1993,원이대로55번길 12-22,-,중개거래,경남 창원의창구,-,연립
53,경상남도 창원시 의창구 도계동,308-13,0308,0013,성우예은빌,68.8420,48.3668,202208,12,"20,000",1,-,-,2018,하남천서길5번길 27,-,중개거래,경남 창원의창구,-,다세대
54,경상남도 창원시 의창구 팔용동,163-2,0163,0002,대원하이빌C동,84.9800,60.1900,202208,07,"15,600",1,-,-,2011,사화로1번길 14,-,중개거래,경남 창원의창구,-,다세대
55,경상남도 창원시 의창구 도계동,396-2,0396,0002,리코그린빌라,50.1700,36.4800,202208,06,"8,000",1,-,-,1993,도계로73번길 18,-,중개거래,경남 창원의창구,-,다세대
56,경상남도 창원시 의창구 도계동,337-2,0337,0002,신동우빌라,80.8200,34.6280,202208,03,"15,000",4,-,-,1997,도계로18번길 16,-,중개거래,경남 창원의창구,-,연립
57,경상남도 창원시 의창구 팔용동,170-6,0170,0006,팔광,46.2400,21.7000,202207,27,"8,000",5,-,-,1996,의창대로116번길 36,-,중개거래,경남 창원의창구,-,다세대
58,경상남도 창원시 의창구 소계동,702-25,0702,0025,부전빌라,84.8000,64.2200,202207,26,"13,500",2,-,-,1998,소계로94번길 19-7,20220801,중개거래,경남 창원의창구,-,다세대
59,경상남도 창원시 의창구 소계동,702-25,0702,0025,부전빌라,84.8000,64.2200,202207,26,"13,500",2,-,-,1998,소계로94번길 19-7,-,중개거래,경남 창원의창구,-,다세대
60,경상남도 창원시 의창구 북면 화천리,435-1,0435,0001,탑드림빌,109.6900,127.3700,202207,21,"14,500",3,-,-,2000,천주로577번길 2,-,중개거래,경남 창원의창구,-,연립
61,경상남도 창원시 의창구 동읍 용정리,23-5,0023,0005,자여새보금,84.5950,69.4160,202207,18,"12,100",5,-,-,2013,용정길32번길 21,-,중개거래,경남 창원의창구,-,연립
62,경상남도 창원시 의창구 도계동,331-5,0331,0005,성신데파트,82.3500,30.2100,202207,16,"10,000",5,-,-,1992,도계로8번길 1,-,중개거래,경남 창원의창구,-,연립다세대
63,경상남도 창원시 의창구 동읍 용정리,19-2,0019,0002,자여서원래온빌,71.3450,54.0000,202207,16,"10,700",4,-,-,2012,용정길46번길 11,-,중개거래,경남 창원의창구,-,연립
64,경상남도 창원시 의창구 북면 신촌리,887-3,0887,0003,올라뷰,76.7000,61.5100,202207,12,"10,500",4,-,-,2015,신리길 25,-,직거래,-,-,연립다세대
65,경상남도 창원시 의창구 소계동,721-21,0721,0021,한보,47.0700,45.2900,202207,12,"7,750",1,-,-,1983,소계로 117,-,중개거래,경남 창원의창구,-,연립
66,경상남도 창원시 의창구 도계동,407-8,0407,0008,황제빌라6차,84.1500,32.4300,202207,11,"15,000",3,-,-,1997,원이대로81번길 14,-,중개거래,경남 창원의창구,-,연립
67,경상남도 창원시 의창구 서상동,10-2,0010,0002,대암빌라A동,58.0000,31.4450,202207,02,"6,750",2,-,-,2001,천주로12번길 34-15,-,중개거래,경남 창원의창구,-,다세대
68,경상남도 창원시 의창구 도계동,327-11,0327,0011,일호하이파이데파트,78.0000,30.1065,202206,23,"17,000",4,-,-,1991,도계로 41,-,중개거래,경남 창원의창구,-,연립다세대
69,경상남도 창원시 의창구 동정동,334-2,0334,0002,더푸름빌리지,75.7477,71.0790,202206,23,"11,375",2,-,-,2016,동정길 53-17,-,직거래,-,-,연립
70,경상남도 창원시 의창구 소답동,128-4,0128,0004,성주빌라,69.6600,32.9115,202206,23,"10,500",3,-,-,1991,의안로66번길 32,-,중개거래,경남 창원의창구,-,연립
71,경상남도 창원시 의창구 동정동,334-2,0334,0002,더푸름빌리지,75.7477,71.0790,202206,20,"12,590",5,-,-,2016,동정길 53-17,-,직거래,-,-,연립
72,경상남도 창원시 의창구 동읍 용정리,150-6,0150,0006,헬리체자여,72.4093,56.9499,202206,19,"14,000",2,-,-,2018,자여로112번길 21,-,중개거래,경남 창원시 의창구,-,연립
73,경상남도 창원시 의창구 팔용동,67,0067,0000,프라임하우스3단지,270.3300,397.1838,202206,17,"107,000",1,-,-,2010,반계로62번길 12,-,직거래,-,-,연립
74,경상남도 창원시 의창구 동읍 용잠리,654,0654,0000,동아바론하우스,82.2336,75.9700,202206,17,"16,200",4,-,-,2013,동읍로83번길 30-7,-,직거래,-,-,연립
75,경상남도 창원시 의창구 소계동,721-21,0721,0021,한보,47.0700,45.2900,202206,15,"5,000",3,-,-,1983,소계로 117,-,직거래,-,-,연립
76,경상남도 창원시 의창구 도계동,311-15,0311,0015,서원드림빌라,74.2628,51.0680,202206,10,"16,500",2,-,-,2001,하남천서길9번길 15,-,중개거래,경남 창원의창구,-,다세대
77,경상남도 창원시 의창구 소답동,137-7,0137,0007,성수빌라22차,61.5600,32.5292,202206,06,"12,300",2,-,-,1998,의안로12번길 29,-,중개거래,경남 창원의창구,-,연립
78,경상남도 창원시 의창구 소계동,702-5,0702,0005,소계썬빌,68.4800,45.7600,202206,04,"16,200",3,-,-,2013,소계로106번길 20,-,중개거래,경남 창원마산회원구,-,다세대
79,경상남도 창원시 의창구 도계동,331-5,0331,0005,성신데파트,81.0900,29.7400,202206,03,"13,000",4,-,-,1992,도계로8번길 1,-,중개거래,경남 창원의창구,-,연립다세대
80,경상남도 창원시 의창구 도계동,399-2,0399,0002,성수빌라13차,71.4000,39.4220,202206,03,"11,000",4,-,-,1996,원이대로69번길 24-8,-,중개거래,경남 창원의창구,-,다세대
81,경상남도 창원시 의창구 동정동,334-2,0334,0002,더푸름빌리지,83.3063,78.8092,202206,03,"14,518",4,-,-,2016,동정길 53-17,-,직거래,-,-,연립
82,경상남도 창원시 의창구 도계동,324-11,0324,0011,소중한집,66.8100,44.0420,202206,02,"9,500",4,-,-,1996,하남천서길15번길 7,-,중개거래,경남 창원의창구,-,다세대
83,경상남도 창원시 의창구 동읍 단계리,292,0292,0000,동아바론하우스2,69.3431,80.3159,202206,01,"12,300",4,-,-,2011,자여로 127,-,중개거래,경남 창원의창구,-,연립
84,경상남도 창원시 의창구 동정동,334-2,0334,0002,더푸름빌리지,83.3063,78.8092,202205,31,"15,290",3,-,-,2016,동정길 53-17,-,직거래,-,-,연립
85,경상남도 창원시 의창구 동읍 용정리,19-2,0019,0002,자여서원래온빌,71.3450,54.0000,202205,30,"9,400",1,-,-,2012,용정길46번길 11,-,중개거래,경남 창원의창구,-,연립
86,경상남도 창원시 의창구 북면 신촌리,905-19,0905,0019,리치빌,84.9000,74.6000,202205,27,"11,200",2,-,-,2012,신촌본포로 12-20,-,중개거래,경남 창원의창구,-,다세대
87,경상남도 창원시 의창구 동정동,334-2,0334,0002,더푸름빌리지,83.3063,78.8092,202205,27,"20,000",2,-,-,2016,동정길 53-17,-,직거래,-,-,연립
88,경상남도 창원시 의창구 동읍 용잠리,654,0654,0000,동아바론하우스,85.0000,78.5270,202205,27,"16,300",3,-,-,2013,동읍로83번길 30-7,-,중개거래,경남 창원의창구,-,연립
89,경상남도 창원시 의창구 동읍 용정리,19-2,0019,0002,자여서원래온빌,71.3450,54.0000,202205,25,"10,500",2,-,-,2012,용정길46번길 11,-,중개거래,경남 창원의창구,-,연립
90,경상남도 창원시 의창구 동읍 용잠리,654,0654,0000,동아바론하우스,84.9720,78.5010,202205,24,"16,000",3,-,-,2013,동읍로83번길 30-7,-,중개거래,경남 창원의창구,-,연립
91,경상남도 창원시 의창구 소답동,113-8,0113,0008,대웅빌라,78.4000,34.4659,202205,21,"12,200",3,-,-,1995,의안로8번길 6,-,중개거래,경남 창원의창구,-,다세대
92,경상남도 창원시 의창구 소답동,124-6,0124,0006,성수빌라8차,70.0200,36.9045,202205,21,"9,500",4,-,-,1996,의안로62번길 24,-,중개거래,경남 창원의창구,-,다세대
93,경상남도 창원시 의창구 소답동,141-4,0141,0004,성수빌라16차,74.4300,59.7300,202205,20,"12,000",2,-,-,1997,의안로28번길 40,-,중개거래,경남 창원의창구,-,다세대
94,경상남도 창원시 의창구 도계동,360-3,0360,0003,금강초원빌라,72.4900,36.4840,202205,20,"8,500",4,-,-,1994,하남천동길44번길 5-3,-,중개거래,경남 창원의창구,-,연립
95,경상남도 창원시 의창구 도계동,314-23,0314,0023,리코시티,63.5300,34.0140,202205,17,"9,000",4,-,-,1996,하남천서길51번길 27,-,중개거래,경남 창원의창구,-,연립
96,경상남도 창원시 의창구 도계동,323-5,0323,0005,동원빌라(323-5),56.5200,31.6800,202205,17,"9,500",3,-,-,1994,하남천서길15번길 10,-,중개거래,경남 창원성산구 경남 창원의창구,-,다세대
97,경상남도 창원시 의창구 소계동,701-24,0701,0024,대양동백빌라,74.8800,42.5618,202205,14,"13,000",2,-,-,2002,소계로106번길 19,-,중개거래,경남 창원마산회원구,-,다세대
98,경상남도 창원시 의창구 도계동,325-4,0325,0004,행복한집,79.1800,62.9371,202205,13,"15,500",4,-,-,1995,하남천서길9번길 5,-,중개거래,경남 창원의창구,-,연립
99,경상남도 창원시 의창구 북면 신촌리,508-9,0508,0009,숲속그린빌,72.8926,102.6207,202205,11,"15,000",1,-,-,2018,천주로 1209,-,직거래,-,-,연립
