NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
100,경상남도 창원시 의창구 도계동,314-23,0314,0023,리코시티,54.1900,29.0220,202205,10,"12,000",4,-,-,1996,하남천서길51번길 27,-,중개거래,경남 창원의창구,-,연립
101,경상남도 창원시 의창구 도계동,360-21,0360,0021,자유빌라A,66.2100,33.8375,202205,09,"12,000",2,-,-,2001,하남천동길50번길 12,-,중개거래,경남 창원의창구,-,다세대
102,경상남도 창원시 의창구 서상동,10-21,0010,0021,대암빌라B동,73.6000,44.1810,202205,07,"10,200",2,-,-,2001,천주로12번길 34-15,-,중개거래,경남 창원의창구,-,다세대
103,경상남도 창원시 의창구 소답동,151-20,0151,0020,성수빌라1차,46.1000,24.3600,202205,07,"6,000",1,-,-,1995,의창대로299번길 16-3,-,중개거래,경남 창원의창구,-,다세대
104,경상남도 창원시 의창구 소답동,150-22,0150,0022,남양빌라1차,48.1200,48.9400,202205,07,"7,800",2,-,-,1994,읍성로101번길 16,-,중개거래,경남 창원의창구,-,다세대
105,경상남도 창원시 의창구 동읍 용잠리,654,0654,0000,동아바론하우스,82.2336,75.9700,202205,04,"16,100",3,-,-,2013,동읍로83번길 30-7,-,중개거래,경남 창원의창구,-,연립
106,경상남도 창원시 의창구 서상동,655-7,0655,0007,은하타운,68.8200,47.2880,202205,04,"21,900",2,-,-,2012,평산로185번길 28-23,-,중개거래,경남 창원의창구,-,다세대
107,경상남도 창원시 의창구 동읍 용정리,20-5,0020,0005,라인빌라트,84.9950,48.6481,202205,03,"8,500",4,-,-,1998,용정길46번길 39,-,중개거래,경남 창원의창구,-,연립
108,경상남도 창원시 의창구 소답동,115-21,0115,0021,이조6차빌라,74.8800,37.3660,202205,02,"14,000",3,-,-,2002,의안로8번길 17,-,중개거래,경남 창원의창구,-,다세대
109,경상남도 창원시 의창구 소답동,124-5,0124,0005,성수18차,77.9100,55.1950,202205,02,"8,800",4,-,-,1997,의안로62번길 22,-,중개거래,경남 창원성산구 경남 창원의창구,-,다세대
110,경상남도 창원시 의창구 소답동,150-3,0150,0003,해동빌리지,57.4600,30.4085,202204,29,"6,800",2,-,-,1996,의창대로289번길 22,-,중개거래,경남 창원의창구,-,다세대
111,경상남도 창원시 의창구 서상동,655-7,0655,0007,은하타운,68.8200,47.2880,202204,28,"24,000",4,-,-,2012,평산로185번길 28-23,-,중개거래,경남 창원의창구,-,다세대
112,경상남도 창원시 의창구 도계동,310-3,0310,0003,금강이화빌라,54.5400,26.9834,202204,27,"7,000",6,-,-,1995,하남천서길5번길 32,-,중개거래,경남 창원성산구 경남 창원의창구,-,연립
113,경상남도 창원시 의창구 도계동,357-5,0357,0005,청학상가빌라,71.0550,25.4050,202204,27,"15,000",5,-,-,1995,도계로 67,-,중개거래,경남 창원의창구,-,연립다세대
114,경상남도 창원시 의창구 동읍 용잠리,234-16,0234,0016,춘광파크맨션,51.1800,32.3800,202204,25,"5,000",2,-,-,1991,용잠로41번길 17-9,-,직거래,-,-,다세대
115,경상남도 창원시 의창구 서상동,439,0439,0000,영진블루빌,84.9400,66.1905,202204,25,"18,500",2,-,-,2011,의안로27번길 31,-,중개거래,경남 창원의창구,-,다세대
116,경상남도 창원시 의창구 소답동,151-4,0151,0004,강남벨레스,76.4200,53.3806,202204,23,"14,000",4,-,-,1998,의창대로299번길 20,20220428,중개거래,경남 창원의창구,-,다세대
117,경상남도 창원시 의창구 소답동,151-4,0151,0004,강남벨레스,76.4200,53.3806,202204,23,"14,000",4,-,-,1998,의창대로299번길 20,-,중개거래,경남 창원의창구,-,다세대
118,경상남도 창원시 의창구 도계동,331-1,0331,0001,한일데파트,62.1400,25.4600,202204,22,"7,600",5,-,-,1991,도계로 12,-,중개거래,경남 창원의창구,-,연립다세대
119,경상남도 창원시 의창구 북동,56,0056,0000,썬빌Ⅱ,76.8600,56.7400,202204,22,"18,300",3,-,-,2012,의안로43번길 11,-,중개거래,경남 창원의창구,-,다세대
120,경상남도 창원시 의창구 북면 신촌리,508-9,0508,0009,숲속그린빌,72.8926,102.6207,202204,21,"15,000",1,-,-,2018,천주로 1209,-,중개거래,경남 창원의창구,-,연립
121,경상남도 창원시 의창구 동정동,275-5,0275,0005,덕산세영파크2차,46.8400,38.0424,202204,20,"15,000",3,-,-,2014,서상로 39-8,-,중개거래,경남 창원의창구,-,다세대
122,경상남도 창원시 의창구 소답동,108-4,0108,0004,덕산세영빌라,84.8100,54.4197,202204,20,"14,300",1,-,-,2010,의안로32번길 4,-,중개거래,경남 창원의창구,-,다세대
123,경상남도 창원시 의창구 도계동,318-3,0318,0003,아주빌라(318-3),67.3300,43.4500,202204,20,"13,800",1,-,-,1998,도계두리길 108-3,-,중개거래,경남 창원의창구,-,연립
124,경상남도 창원시 의창구 도계동,419-4,0419,0004,경원빌라,64.8000,40.3826,202204,19,"12,300",3,-,-,1993,태복산로27번길 28,-,중개거래,경남 창원의창구,-,연립
125,경상남도 창원시 의창구 소답동,145-5,0145,0005,익산무지개빌라,77.9850,46.7022,202204,18,"9,600",2,-,-,1992,의창대로317번길 57,-,중개거래,경남 창원의창구,-,다세대
126,경상남도 창원시 의창구 소답동,146-7,0146,0007,신동우3차,71.1600,43.7088,202204,15,"9,800",1,-,-,1994,의안로56번길 45,-,중개거래,경남 창원의창구,-,다세대
127,경상남도 창원시 의창구 소답동,115-21,0115,0021,이조6차빌라,74.8800,37.3660,202204,14,"10,900",5,-,-,2002,의안로8번길 17,-,중개거래,경남 창원성산구 경남 창원의창구,-,다세대
128,경상남도 창원시 의창구 도계동,344-8,0344,0008,형제시티빌라(344-8),59.7300,33.3350,202204,14,"11,000",4,-,-,1998,원이대로55번길 21-7,-,중개거래,경남 창원의창구,-,다세대
129,경상남도 창원시 의창구 서상동,419,0419,0000,행운,51.6150,53.6800,202204,13,"7,500",1,-,-,1985,천주로18번길 20-6,-,중개거래,경남 창원의창구,-,다세대
130,경상남도 창원시 의창구 동읍 단계리,292-5,0292,0005,동아바론하우스1,69.3431,76.9349,202204,09,"12,800",2,-,-,2011,자여로 133-3,-,중개거래,경남 창원의창구,-,연립
131,경상남도 창원시 의창구 동읍 용정리,21-4,0021,0004,대원하이빌1차,82.6900,75.8900,202204,08,"14,700",2,-,-,2012,용정길46번길 16,-,중개거래,경남 창원의창구,-,연립
132,경상남도 창원시 의창구 도계동,310-3,0310,0003,금강이화빌라,36.0100,17.8369,202204,08,"4,400",6,-,-,1995,하남천서길5번길 32,-,중개거래,경남 창원성산구 경남 창원의창구,-,연립
133,경상남도 창원시 의창구 도계동,397-5,0397,0005,덕암파크,71.6500,29.8996,202204,05,"15,300",4,-,-,1994,도계로 80,-,중개거래,경남 창원의창구,-,연립
134,경상남도 창원시 의창구 중동,480-25,0480,0025,중동빌라,74.7900,43.6799,202204,02,"12,000",3,-,-,1996,의안로27번길 5,-,중개거래,경남 창원의창구,-,다세대
135,경상남도 창원시 의창구 도계동,344-2,0344,0002,형제시티빌라(344-2),59.7300,33.3300,202204,02,"8,500",4,-,-,1998,도계로50번길 15-8,-,중개거래,경남 창원의창구,-,다세대
136,경상남도 창원시 의창구 소답동,149-19,0149,0019,영진아트빌,64.0400,40.1400,202204,02,"11,000",4,-,-,2004,의안로44번길 49-4,-,중개거래,경남 창원의창구,-,다세대
137,경상남도 창원시 의창구 도계동,324-12,0324,0012,대동그린빌라,74.7300,41.3115,202203,31,"13,000",4,-,-,2002,하남천서길15번길 5,-,중개거래,경남 창원의창구,-,다세대
138,경상남도 창원시 의창구 북동,252,0252,0000,(252-0),71.2800,65.1076,202203,28,"4,000",1,-,-,1987,의안로49번길 35-1,-,직거래,-,-,연립
139,경상남도 창원시 의창구 동정동,296-17,0296,0017,(296-17),40.6900,45.2000,202203,26,"4,000",2,-,-,1979,서상로 15-6,-,중개거래,경남 창원성산구,-,연립
140,경상남도 창원시 의창구 소답동,141-15,0141,0015,이조빌라1차,74.8300,46.2200,202203,23,"11,800",2,-,-,1999,의안로32번길 49,-,중개거래,경남 창원의창구,-,다세대
141,경상남도 창원시 의창구 서상동,319-13,0319,0013,덕산세영파크,84.6900,50.8973,202203,21,"21,500",3,-,-,2013,천주로18번길 6,-,중개거래,경남 창원의창구,-,연립
142,경상남도 창원시 의창구 동읍 용정리,19-2,0019,0002,자여서원래온빌,71.3450,54.0000,202203,19,"10,600",2,-,-,2012,용정길46번길 11,-,중개거래,경남 창원의창구,-,연립
