시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원마산회원구 구암동,27-20,0027,0020,(27-20),32.99,26.7,201503,21,"         4,950",1,1980,구암남2길 40
경상남도 창원마산회원구 구암동,1085,1085,0000,거북빌라,60.45,43.52,201503,10,"         6,000",2,1997,구암동6길 9-1
경상남도 창원마산회원구 구암동,1339-18,1339,0018,경상A,48.86,43.4,201504,15,"         8,300",1,1983,구암북12길 94
경상남도 창원마산회원구 구암동,1339-3,1339,0003,경상B,49.52,31.3,201504,10,"         8,700",1,1983,구암북12길 94
경상남도 창원마산회원구 구암동,1339-3,1339,0003,경상B,49.52,31.3,201506,11,"         8,400",1,1983,구암북12길 94
경상남도 창원마산회원구 구암동,1339-3,1339,0003,경상B,49.52,31.3,201506,25,"         7,200",3,1983,구암북12길 94
경상남도 창원마산회원구 구암동,1359-15,1359,0015,구암강남빌라,73.31,49.55,201506,25,"        15,700",2,1997,구암동1길 40
경상남도 창원마산회원구 구암동,988,0988,0000,금복빌라,82.53,60.86,201504,13,"        16,500",4,2002,구암동1길 107
경상남도 창원마산회원구 구암동,988,0988,0000,금복빌라,84.94,62.64,201506,17,"        16,500",2,2002,구암동1길 107
경상남도 창원마산회원구 구암동,275-3,0275,0003,대광빌라,74.35,41.35,201503,27,"         9,000",4,1991,구암북9길 39
경상남도 창원마산회원구 구암동,268-8,0268,0008,대지,49.05,47.92,201505,12,"         8,150",3,1983,구암북11길 3
경상남도 창원마산회원구 구암동,83-11,0083,0011,동명,51.93,44.06,201505,21,"        10,300",1,1979,구암남8길 17
경상남도 창원마산회원구 구암동,83-11,0083,0011,동명,37.69,32,201506,7,"         5,850",3,1979,구암남8길 17
경상남도 창원마산회원구 구암동,12-5,0012,0005,세화,41.98,27.74,201501,20,"         8,250",2,1981,구암서3길 76
경상남도 창원마산회원구 구암동,8-37,0008,0037,연화,46.41,42.81,201502,25,"         6,300",2,1982,구암서3길 104-1
경상남도 창원마산회원구 구암동,8-37,0008,0037,연화,51.07,47.14,201506,15,"         8,500",1,1982,구암서3길 104-1
경상남도 창원마산회원구 구암동,278-5,0278,0005,유성,47.54,38.93,201503,9,"         7,900",2,1981,구암북2길 18
경상남도 창원마산회원구 구암동,278-5,0278,0005,유성,41.55,34.59,201504,3,"         8,200",3,1981,구암북2길 18
경상남도 창원마산회원구 구암동,262-5,0262,0005,제일,58.82,45.3,201505,20,"         9,300",3,1984,구암북19길 124
경상남도 창원마산회원구 구암동,268-3,0268,0003,천주,50.71,46.16,201506,25,"         8,500",1,1982,구암북1길 70
경상남도 창원마산회원구 구암동,19-4,0019,0004,현대,56.45,58.64,201501,20,"        11,000",2,1983,구암서1길 45-1
경상남도 창원마산회원구 구암동,19-4,0019,0004,현대,56.45,58.64,201506,28,"        12,500",3,1983,구암서1길 45-1
경상남도 창원마산회원구 내서읍 삼계리,740-2,0740,0002,너울림빌라1차,80.605,101.12,201501,15,"        22,968",3,2014,삼계로 154
경상남도 창원마산회원구 내서읍 삼계리,740-2,0740,0002,너울림빌라1차,80.605,101.12,201501,15,"        22,500",2,2014,삼계로 154
경상남도 창원마산회원구 내서읍 삼계리,740-2,0740,0002,너울림빌라1차,80.605,101.12,201501,27,"        33,000",4,2014,삼계로 154
경상남도 창원마산회원구 내서읍 삼계리,740-2,0740,0002,너울림빌라1차,76.36,95.89,201502,6,"        20,625",1,2014,삼계로 154
경상남도 창원마산회원구 내서읍 삼계리,740-2,0740,0002,너울림빌라1차,76.36,95.89,201502,17,"        20,625",1,2014,삼계로 154
경상남도 창원마산회원구 내서읍 삼계리,740-2,0740,0002,너울림빌라1차,76.36,95.89,201502,21,"        20,625",1,2014,삼계로 154
경상남도 창원마산회원구 내서읍 삼계리,740-2,0740,0002,너울림빌라1차,80.605,101.12,201503,2,"        33,932",4,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,740-2,0740,0002,너울림빌라1차,80.605,101.12,201503,6,"        33,500",4,2014,삼계로 154
경상남도 창원마산회원구 내서읍 삼계리,739-1,0739,0001,너울림빌라2차,81.535,107.9,201501,15,"        22,440",3,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,739-1,0739,0001,너울림빌라2차,80.605,106.6,201501,15,"        22,059",2,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,739-1,0739,0001,너울림빌라2차,81.535,107.9,201502,9,"        33,500",4,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,739-1,0739,0001,너울림빌라2차,76.36,101.08,201502,13,"        20,500",1,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,739-1,0739,0001,너울림빌라2차,80.605,106.6,201503,23,"        23,200",3,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,739-1,0739,0001,너울림빌라2차,80.605,106.6,201505,7,"        22,608",3,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,385,0385,0000,두정숲속애(1단지),59.8869,76.07,201501,16,"        12,650",2,2011,숲속로 53
경상남도 창원마산회원구 내서읍 삼계리,385-2,0385,0002,두정숲속애(2단지),59.8869,77.31,201504,25,"        14,500",2,2011,숲속로 55
경상남도 창원마산회원구 내서읍 삼계리,385-2,0385,0002,두정숲속애(2단지),59.8869,77.31,201505,1,"        13,800",3,2011,숲속로 55
경상남도 창원마산회원구 내서읍 삼계리,385-2,0385,0002,두정숲속애(2단지),59.8869,77.31,201505,30,"        13,800",4,2011,숲속로 55
경상남도 창원마산회원구 내서읍 삼계리,440,0440,0000,두정숲속애2차(1동),72.154,81.58,201503,24,"        16,000",3,2012,삼계숲길 169
경상남도 창원마산회원구 내서읍 삼계리,440-2,0440,0002,두정숲속애2차(2동),75.385,85.58,201504,9,"        16,100",3,2012,삼계숲길 169-1
경상남도 창원마산회원구 내서읍 삼계리,842,0842,0000,두정숲속애2차(3동),75.385,95.12,201504,1,"        15,500",1,2012,삼계숲길 169-2
경상남도 창원마산회원구 내서읍 삼계리,326-1,0326,0001,라임하우스(326-1),59.96,59.67,201502,27,"        15,800",2,2013,광려로 72
경상남도 창원마산회원구 내서읍 삼계리,326-1,0326,0001,라임하우스(326-1),59.96,59.67,201503,3,"        15,900",5,2013,광려로 72
경상남도 창원마산회원구 내서읍 삼계리,326-1,0326,0001,라임하우스(326-1),59.96,59.67,201503,12,"        15,800",3,2013,광려로 72
경상남도 창원마산회원구 내서읍 삼계리,326-1,0326,0001,라임하우스(326-1),59.96,59.69,201503,31,"        15,700",3,2013,광려로 72
경상남도 창원마산회원구 내서읍 삼계리,326-5,0326,0005,라임하우스(326-5),59.96,76.81,201505,23,"        15,700",3,2013,광려로 76-16
경상남도 창원마산회원구 내서읍 삼계리,765,0765,0000,오션빌리지3동,72.9,81.5,201504,15,"        14,200",1,2012,삼계로 115
경상남도 창원마산회원구 내서읍 삼계리,766,0766,0000,위드필1,59.8497,39.36,201503,24,"        16,000",2,2013,삼계로 117
경상남도 창원마산회원구 내서읍 삼계리,766,0766,0000,위드필1,59.801,39.32,201506,26,"        16,000",3,2013,삼계로 117
경상남도 창원마산회원구 내서읍 상곡리,159,0159,0000,광민빌라(네이트빌),59.57,56.91,201504,1,"        16,250",2,2015,상곡로 94
경상남도 창원마산회원구 내서읍 상곡리,159,0159,0000,광민빌라(네이트빌),59.59,56.93,201505,29,"        15,600",4,2015,상곡로 94
경상남도 창원마산회원구 내서읍 상곡리,159,0159,0000,광민빌라(네이트빌),59.57,56.91,201505,29,"        16,250",3,2015,상곡로 94
경상남도 창원마산회원구 내서읍 상곡리,207,0207,0000,상안빌라,60.86,35.73,201504,1,"         7,300",2,1997,상곡로 68
경상남도 창원마산회원구 내서읍 원계리,505-1,0505,0001,명품에브라임,78.464,54.41,201502,9,"        18,500",4,2013,광려천남로 259-35
