시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원마산회원구 구암동,27-20,0027,0020,(27-20),32.46,24,201508,15,"         4,700",2,1980,구암남2길 40
경상남도 창원마산회원구 구암동,27-20,0027,0020,(27-20),32.46,24,201510,10,"         5,000",2,1980,구암남2길 40
경상남도 창원마산회원구 구암동,27-20,0027,0020,(27-20),32.46,24,201604,4,"         5,000",2,1980,구암남2길 40
경상남도 창원마산회원구 구암동,27-20,0027,0020,(27-20),32.46,26.4,201605,13,"         4,900",2,1980,구암남2길 40
경상남도 창원마산회원구 구암동,27-20,0027,0020,(27-20),34.78,28.3,201606,20,"         7,000",1,1980,구암남2길 40
경상남도 창원마산회원구 구암동,283-27,0283,0027,(283-27),99.36,124.1,201605,30,"        11,000",1,1987,구암북4길 8-1
경상남도 창원마산회원구 구암동,283-27,0283,0027,(283-27),84.24,102.2,201605,30,"         9,000",2,1987,구암북4길 8-1
경상남도 창원마산회원구 구암동,86-4,0086,0004,(86-4),49.09,51.6,201510,19,"         9,100",1,1979,구암남16길 16
경상남도 창원마산회원구 구암동,1339-18,1339,0018,경상A,48.86,43.4,201603,25,"         7,000",2,1983,구암북12길 94
경상남도 창원마산회원구 구암동,1339-18,1339,0018,경상A,48.86,43.4,201603,31,"         6,000",3,1983,구암북12길 94
경상남도 창원마산회원구 구암동,1339-3,1339,0003,경상B,49.52,31.3,201507,17,"         8,700",2,1983,구암북12길 94
경상남도 창원마산회원구 구암동,1339-3,1339,0003,경상B,49.52,31.3,201510,1,"         6,000",2,1983,구암북12길 94
경상남도 창원마산회원구 구암동,1339-3,1339,0003,경상B,49.52,31.3,201510,6,"         9,100",1,1983,구암북12길 94
경상남도 창원마산회원구 구암동,1339-3,1339,0003,경상B,49.52,31.3,201604,8,"        10,200",1,1983,구암북12길 94
경상남도 창원마산회원구 구암동,29-4,0029,0004,구암,64.8,64.35,201507,15,"         9,000",1,1979,구암남6길 39
경상남도 창원마산회원구 구암동,1359-15,1359,0015,구암강남빌라,73.04,49.37,201601,21,"        14,300",3,1997,구암동1길 40
경상남도 창원마산회원구 구암동,1359-15,1359,0015,구암강남빌라,67.24,45.45,201604,20,"        12,900",1,1997,구암동1길 40
경상남도 창원마산회원구 구암동,1084,1084,0000,구암동흥림빌라,60.12,38.3,201507,24,"        11,400",5,2003,구암동정길 71
경상남도 창원마산회원구 구암동,988,0988,0000,금복빌라,84.39,62.23,201509,8,"        15,900",5,2002,구암동1길 107
경상남도 창원마산회원구 구암동,275-3,0275,0003,대광빌라,72.61,40.45,201508,27,"        14,000",4,1991,구암북9길 39
경상남도 창원마산회원구 구암동,273-1,0273,0001,대웅빌라A,62.42,34.77,201509,14,"        11,950",2,2000,구암북10길 53
경상남도 창원마산회원구 구암동,273-22,0273,0022,대웅빌라B,69.11,46.27,201509,21,"        12,000",4,1999,구암북10길 53
경상남도 창원마산회원구 구암동,273-22,0273,0022,대웅빌라B,69.11,46.27,201603,17,"        14,000",2,1999,구암북10길 53
경상남도 창원마산회원구 구암동,22-1,0022,0001,삼진,36.93,33.2,201510,12,"         7,000",2,1979,구암남3길 16
경상남도 창원마산회원구 구암동,22-1,0022,0001,삼진,37.95,33.2,201603,10,"         8,250",2,1979,구암남3길 16
경상남도 창원마산회원구 구암동,22-1,0022,0001,삼진,37.95,33.2,201606,28,"         7,400",1,1979,구암남3길 16
경상남도 창원마산회원구 구암동,27-4,0027,0004,새한,37.75,36.4,201602,25,"         6,000",1,1980,구암남6길 20
경상남도 창원마산회원구 구암동,27-4,0027,0004,새한,37.75,36.4,201606,8,"         7,200",1,1980,구암남6길 20
경상남도 창원마산회원구 구암동,80-8,0080,0008,성경주택,50.16,52.97,201603,7,"         9,800",2,1987,구암남5길 80
경상남도 창원마산회원구 구암동,22-6,0022,0006,성남,46.28,24.7,201512,3,"         7,200",2,1982,구암남6길 15
경상남도 창원마산회원구 구암동,22-6,0022,0006,성남,34.91,18.8,201602,25,"         7,250",4,1982,구암남6길 15
경상남도 창원마산회원구 구암동,22-6,0022,0006,성남,46.28,24.7,201603,2,"        12,000",3,1982,구암남6길 15
경상남도 창원마산회원구 구암동,22-6,0022,0006,성남,46.28,24.7,201603,22,"         7,000",2,1982,구암남6길 15
경상남도 창원마산회원구 구암동,22-6,0022,0006,성남,46.28,24.7,201605,13,"         9,000",1,1982,구암남6길 15
경상남도 창원마산회원구 구암동,1034-3,1034,0003,송백챔프빌라,73.14,41.38,201605,18,"        13,400",4,2000,구암동1길 134
경상남도 창원마산회원구 구암동,19-12,0019,0012,신성,45.9,36.69,201508,31,"        10,000",2,1982,구암서1길 29
경상남도 창원마산회원구 구암동,19-12,0019,0012,신성,43.92,36.69,201510,28,"         5,800",4,1982,구암서1길 29
경상남도 창원마산회원구 구암동,19-12,0019,0012,신성,43.92,36.69,201606,15,"         9,500",2,1982,구암서1길 29
경상남도 창원마산회원구 구암동,151-5,0151,0005,영진,79.41,59.43,201509,2,"        16,250",1,1990,구암동1길 5
경상남도 창원마산회원구 구암동,278-5,0278,0005,유성,41.55,34.59,201507,15,"         7,800",2,1981,구암북2길 18
경상남도 창원마산회원구 구암동,278-5,0278,0005,유성,46.64,38.28,201510,21,"         8,200",1,1981,구암북2길 18
경상남도 창원마산회원구 구암동,280-13,0280,0013,진흥,53.78,35.18,201605,10,"        10,700",2,1999,구암북7길 23-1
경상남도 창원마산회원구 구암동,83-43,0083,0043,창성빌라,57.33,38.81,201511,15,"        13,000",2,2005,구암남9길 22
경상남도 창원마산회원구 구암동,268-3,0268,0003,천주,50.71,46.16,201603,30,"         8,700",2,1982,구암북1길 70
경상남도 창원마산회원구 구암동,280-27,0280,0027,청암,42.64,40.37,201602,23,"         6,000",2,1979,구암북7길 13
경상남도 창원마산회원구 구암동,27-14,0027,0014,한효A,59.015,49.57,201604,5,"        11,000",1,1983,구암남7길 18
경상남도 창원마산회원구 구암동,80-5,0080,0005,한효B,77.61,70.8,201510,14,"        12,700",2,1983,구암남5길 74
경상남도 창원마산회원구 구암동,19-4,0019,0004,현대,56.45,58.64,201605,30,"        13,200",3,1983,구암서1길 45-1
경상남도 창원마산회원구 내서읍 삼계리,739-2,0739,0002,너울림3차,72.42,98.15,201509,20,"        18,470",1,2015,삼계로 150
