시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원진해구 자은동,944-4,0944,0004,경동빌라6차,48.13,25.24,201501,28,"         9,900",4,1996,진해대로901번길 14
경상남도 창원진해구 자은동,666-13,0666,0013,경부으뜸빌라,58.02,39.25,201503,6,"         8,500",1,1998,진해대로988번길 17-8
경상남도 창원진해구 자은동,977-1,0977,0001,대동빌라트2단지,76.23,97.73,201501,30,"        20,400",2,1996,냉천로108번길 5-16
경상남도 창원진해구 자은동,977-1,0977,0001,대동빌라트2단지,76.23,97.73,201504,3,"        19,000",4,1996,냉천로108번길 5-16
경상남도 창원진해구 자은동,977-1,0977,0001,대동빌라트2단지,76.23,97.73,201504,11,"        18,800",1,1996,냉천로108번길 5-16
경상남도 창원진해구 자은동,977-1,0977,0001,대동빌라트2단지,76.23,97.73,201504,15,"        20,300",4,1996,냉천로108번길 5-16
경상남도 창원진해구 자은동,978,0978,0000,대동빌라트3단지,76.23,118.42,201504,14,"        19,400",4,1996,자은로 82
경상남도 창원진해구 자은동,979,0979,0000,대동빌라트4단지,76.23,111.01,201505,18,"        18,900",3,1996,자은로 90
경상남도 창원진해구 자은동,951-7,0951,0007,동인빌라,45.78,29.55,201501,13,"         9,500",2,1990,자은로64번길 33
경상남도 창원진해구 자은동,951-7,0951,0007,동인빌라,45.78,29.55,201504,29,"         7,000",2,1990,자은로64번길 33
경상남도 창원진해구 자은동,668-6,0668,0006,봉산빌라,67.65,51.89,201505,10,"         6,600",1,1992,진해대로976번길 6-7
경상남도 창원진해구 자은동,959-2,0959,0002,부길골든프라자,84.6,31.95,201504,21,"        15,500",6,1998,자은로64번길 3
경상남도 창원진해구 자은동,300,0300,0000,부길빌라1차,57.16,29.93,201501,7,"         8,300",3,1995,자은로88번안길 10
경상남도 창원진해구 자은동,951-15,0951,0015,삼익나동,45.9,38,201504,16,"         8,000",3,1989,진해대로913번길 20-1
경상남도 창원진해구 자은동,314-4,0314,0004,여명약수빌라,70.41,47.84,201501,23,"         9,300",2,1993,자은로88번안길 23
경상남도 창원진해구 자은동,314-4,0314,0004,여명약수빌라,64.56,43.84,201503,6,"         5,000",1,1993,자은로88번안길 23
경상남도 창원진해구 자은동,957-14,0957,0014,유일파크빌라A동,34.59,19,201506,29,"         5,700",1,1993,자은로64번나길 9
경상남도 창원진해구 자은동,960-3,0960,0003,자은금화빌라,84.24,40.87,201505,30,"        15,400",3,2001,자은로64번길 5
경상남도 창원진해구 자은동,947-16,0947,0016,"혜성빌라A,B",62.81,30.32,201506,22,"         9,820",2,1991,진해대로913번길 16
경상남도 창원진해구 장천동,517-8,0517,0008,원진빌리지104동,73.93,43.5,201504,1,"        10,300",2,2002,충장로672번길 6
경상남도 창원진해구 제황산동,28-580,0028,0580,삼진주택,64.53,64,201501,20,"         2,500",3,1984,인사로 35
경상남도 창원진해구 죽곡동,100-2,0100,0002,태성빌라2동,67.44,57.67,201503,18,"         5,000",3,1998,어은로35번길 25-4
경상남도 창원진해구 충무동,28-190,0028,0190,금강영지빌A,63.82,58,201501,22,"        19,500",5,2013,제황로80번길 18
경상남도 창원진해구 충무동,28-88,0028,0088,금강영지빌B,63.82,48.33,201502,3,"        16,000",4,2014,제황로80번길 16
경상남도 창원진해구 충의동,54-3,0054,0003,남진다동,48.78,28.68,201502,11,"         6,750",2,1987,태평로58번길 10-1
경상남도 창원진해구 태백동,2-2,0002,0002,경흥힐사이드빌라트,83.26,50.27,201501,16,"        10,000",2,1997,태백서로 70
경상남도 창원진해구 태백동,11-190,0011,0190,대야,46.17,41,201501,12,"         7,400",3,1989,대야남로67번길 9-4
경상남도 창원진해구 태백동,11-190,0011,0190,대야,46.17,41,201502,4,"         8,800",3,1989,대야남로67번길 9-4
경상남도 창원진해구 태백동,11-31,0011,0031,대야빌라라동,51.21,39,201501,26,"         8,900",1,1989,대야남로67번길 9
경상남도 창원진해구 태백동,11-31,0011,0031,대야빌라라동,51.21,39,201505,6,"         6,000",3,1989,대야남로67번길 9
경상남도 창원진해구 태백동,11-31,0011,0031,대야빌라라동,51.21,39,201506,5,"         5,000",1,1989,대야남로67번길 9
경상남도 창원진해구 태백동,2-71,0002,0071,성화태백빌라,66.04,44.67,201501,10,"        10,000",1,1993,진해대로563번길 23
경상남도 창원진해구 태백동,2-71,0002,0071,성화태백빌라,109.46,74.05,201503,28,"        17,400",1,1993,진해대로563번길 23
경상남도 창원진해구 태백동,2-71,0002,0071,성화태백빌라,113.38,76.7,201504,9,"        15,900",3,1993,진해대로563번길 23
경상남도 창원진해구 태백동,2-71,0002,0071,성화태백빌라,113.38,76.7,201506,10,"        14,500",2,1993,진해대로563번길 23
경상남도 창원진해구 태평동,56,0056,0000,보성빌라,56.39,31.46,201504,18,"         5,500",4,1991,태평로 62-1
경상남도 창원진해구 태평동,76-2,0076,0002,지흥빌라,55.18,32.7,201502,16,"         8,000",3,2003,태평로 84
경상남도 창원진해구 태평동,76-2,0076,0002,지흥빌라,55.18,32.7,201506,6,"         7,200",4,2003,태평로 84
경상남도 창원진해구 풍호동,711-10,0711,0010,여명빌라,60.37,32.74,201503,17,"        12,200",1,1994,풍호로 17
경상남도 창원진해구 풍호동,711-10,0711,0010,여명빌라,59.42,32.23,201505,1,"        10,500",4,1994,풍호로 17
경상남도 창원진해구 풍호동,755-10,0755,0010,진흥골든빌라B,74.88,31.12,201502,17,"         7,000",3,1996,충장로 521
경상남도 창원진해구 풍호동,483-13,0483,0013,평화빌라,83.6,57.24,201501,5,"        14,000",4,1998,천자로363번길 3
경상남도 창원진해구 풍호동,483-13,0483,0013,평화빌라,83.6,57.24,201503,3,"        10,000",1,1998,천자로363번길 3
경상남도 창원진해구 화천동,14,0014,0000,평화상가빌라,84.83,29.33,201503,11,"         9,500",6,1992,중원로85번길 13
경상남도 창원진해구 회현동,19,0019,0000,경남빌라,52.42,32.65,201501,3,"         8,500",3,1998,편백로7번길 15
경상남도 창원진해구 회현동,19,0019,0000,경남빌라,56.7,35.32,201503,31,"         9,600",1,1998,편백로7번길 15
경상남도 창원진해구 회현동,23,0023,0000,충무쉐르빌,139.02,78.26,201503,9,"        22,500",3,2003,편백로7번길 19
