시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원마산합포구 완월동,353-1,0353,0001,완월드림빌라,78.875,47.72,201709,26,"        12,500",3,2002,완월남3길 28
경상남도 창원마산합포구 완월동,217-7,0217,0007,완월빌라,82.94,48.66,201708,29,"        13,000",3,2005,고운로 181
경상남도 창원마산합포구 월영동,234-51,0234,0051,골든스위트 107동,72.9758,37.18,201708,18,"        22,000",2,2017,문화서20길 23
경상남도 창원마산합포구 월영동,234-51,0234,0051,골든스위트 107동,72.9758,37.18,201710,12,"        20,000",1,2017,문화서20길 23
경상남도 창원마산합포구 월영동,234-51,0234,0051,골든스위트 107동,72.9758,37.18,201801,16,"        19,500",3,2017,문화서20길 23
경상남도 창원마산합포구 월영동,234-51,0234,0051,골든스위트 107동,72.9758,37.18,201801,31,"        23,000",4,2017,문화서20길 23
경상남도 창원마산합포구 월영동,234-49,0234,0049,골든스위트105동,69.99,60.29,201709,22,"        20,000",3,2016,문화서20길 25-1
경상남도 창원마산합포구 월영동,258,0258,0000,더힐스,84.8535,63.88,201711,8,"        18,000",2,2014,만날고개1길 15
경상남도 창원마산합포구 월영동,258,0258,0000,더힐스,84.8535,63.88,201712,20,"        18,800",2,2014,만날고개1길 15
경상남도 창원마산합포구 월영동,257-2,0257,0002,만날재힐,59.7036,57.34,201709,26,"        17,000",2,2011,만날고개1길 25
경상남도 창원마산합포구 월영동,534-1,0534,0001,성진주택,65.79,61.35,201710,30,"         9,700",3,1985,월영남1길 23
경상남도 창원마산합포구 자산동,280-6,0280,0006,덕산빌라,72.223,61.41,201803,6,"        22,000",4,2017,자산서6길 22
경상남도 창원마산합포구 자산동,280-6,0280,0006,덕산빌라,73.62,62.6,201806,29,"        21,400",1,2017,자산서6길 22
경상남도 창원마산합포구 자산동,25-13,0025,0013,동서빌라,78.03,44.19,201711,20,"        10,000",3,1991,자산서10길 45
경상남도 창원마산합포구 자산동,188-6,0188,0006,자산81국민,49.7,44.75,201708,3,"         4,300",2,1982,자산북1길 18
경상남도 창원마산합포구 자산동,188-6,0188,0006,자산81국민,49.68,44.75,201710,28,"         5,500",2,1982,자산북1길 18
경상남도 창원마산합포구 자산동,188-6,0188,0006,자산81국민,48.76,44.75,201802,24,"         5,100",2,1982,자산북1길 18
경상남도 창원마산합포구 자산동,279-1,0279,0001,자산광신빌라,63.1984,44.57,201805,31,"        13,000",1,2003,자산서6길 37
경상남도 창원마산합포구 자산동,11-11,0011,0011,태평양빌라,58.08,30.41,201709,16,"         7,300",4,1991,문신길 12
경상남도 창원마산합포구 중성동,16-8,0016,0008,중석뉴타운,78.42,40.51,201803,27,"        18,000",2,2014,오동서16길 23
경상남도 창원마산합포구 중앙동3가,2-3,0002,0003,경남데파트,79.18,30.55,201707,31,"        10,700",5,1983,3·15대로 255
경상남도 창원마산합포구 중앙동3가,4-266,0004,0266,우진맨션,51.18,32.75,201801,25,"         6,900",2,1983,중앙북4길 9
경상남도 창원마산합포구 진동면 사동리,293-1,0293,0001,건우하이츠빌라,75.24,56.7,201712,26,"         7,200",3,1998,서촌바다길 104
경상남도 창원마산합포구 진동면 요장리,268-3,0268,0003,새한,73.215,41.4,201712,8,"         6,000",3,1998,광암3길 19
경상남도 창원마산합포구 진동면 요장리,268-34,0268,0034,새한비치빌라,75.95,75.18,201708,25,"         7,500",4,1998,광암2길 19
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201805,24,"         4,500",2,1985,서촌길 28
경상남도 창원마산합포구 진전면 오서리,665-5,0665,0005,(665-5),47.285,51.82,201707,13,"         4,500",2,2006,오서2길 12
경상남도 창원마산합포구 추산동,69-12,0069,0012,추산맨션,76.2,46.3,201707,17,"         5,700",3,1982,몽고정길 76
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201712,26,"         4,500",8,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201802,9,"         4,700",8,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201804,11,"         3,200",8,1998,해안대로 25
