시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원마산합포구 교방동,184-10,0184,0010,교방주택,45.6,43.07,201912,18,"         8,000",1,1984,천하장사로 10
경상남도 창원마산합포구 교방동,289-16,0289,0016,다보트윈빌102동,57.4,38.66,202004,1,"         7,650",4,2002,교방서2길 78
경상남도 창원마산합포구 교방동,384-4,0384,0004,동림준맨션,56.07,49.21,202006,26,"         5,380",3,1984,교방서5길 9
경상남도 창원마산합포구 교방동,359-4,0359,0004,동아,46.78,32.9,202004,2,"         6,400",2,1982,교방북2길 28
경상남도 창원마산합포구 교방동,360-1,0360,0001,동원아트빌라,84.72,37.52,202004,21,"        10,500",2,1992,교방북2길 18
경상남도 창원마산합포구 교방동,383-10,0383,0010,신정,67.32,63.7,201909,30,"         5,200",3,1984,교방서6길 12
경상남도 창원마산합포구 구산면 심리,477-7,0477,0007,(477-7),99.18,95.8,202005,1,"         7,000",1,1993,괭이바다길 231-19
경상남도 창원마산합포구 대성동2가,4-37,0004,0037,신안빌라,69.671,46.43,201910,17,"        10,000",1,2004,중앙서1길 37-1
경상남도 창원마산합포구 반월동,57-1,0057,0001,동명빌라,30.4,18.45,202004,10,"         6,000",3,1995,반월남1길 48
경상남도 창원마산합포구 반월동,57-1,0057,0001,동명빌라,30.4,18.45,202006,2,"         3,000",4,1995,반월남1길 48
경상남도 창원마산합포구 반월동,85-5,0085,0005,신흥프라자,72.935,21.8,201912,23,"         7,400",5,1995,반월남1길 12
경상남도 창원마산합포구 산호동,308-26,0308,0026,산호주택,44.97,30.2,201910,15,"         5,000",1,1982,산호동6길 20
경상남도 창원마산합포구 산호동,308-26,0308,0026,산호주택,44.97,30.2,201910,15,"         5,300",1,1982,산호동6길 20
경상남도 창원마산합포구 산호동,52-5,0052,0005,신흥그린빌라2,75.29,49.41,201910,5,"        12,000",4,2001,산호서7길 26
경상남도 창원마산합포구 산호동,532-38,0532,0038,재민숲속빌,59.3669,52.93,201911,23,"         9,600",3,2008,산호남8길 90
경상남도 창원마산합포구 산호동,31-11,0031,0011,플러스빌,72.15,55.03,202001,9,"        14,500",3,2002,산호북14길 11
경상남도 창원마산합포구 산호동,46-2,0046,0002,행운빌B동,83.66,67.41,202002,5,"        18,000",3,2011,산호남6길 26
경상남도 창원마산합포구 산호동,532-33,0532,0033,화이트빌2,59.93,43.48,201907,18,"         9,700",3,2006,산호남8길 52
경상남도 창원마산합포구 산호동,532-33,0532,0033,화이트빌2,29.6975,21.55,201909,20,"         4,000",1,2006,산호남8길 52
경상남도 창원마산합포구 산호동,532-36,0532,0036,화이트빌4,59.93,43.48,201911,21,"        12,000",3,2005,산호남8길 66
경상남도 창원마산합포구 상남동,158-2,0158,0002,(158-2),37.71,40,202006,1,"         2,800",3,1985,노산동6길 36
경상남도 창원마산합포구 상남동,74-62,0074,0062,부산,41.93,46.75,201912,12,"         4,000",2,1979,노산북8길 37-4
경상남도 창원마산합포구 상남동,74-62,0074,0062,부산,41.93,46.75,201912,12,"         4,000",2,1979,노산북8길 37-4
경상남도 창원마산합포구 상남동,74-62,0074,0062,부산,41.93,46.75,201912,12,"         4,000",1,1979,노산북8길 37-4
경상남도 창원마산합포구 상남동,74-62,0074,0062,부산,41.93,46.75,201912,12,"         4,000",2,1979,노산북8길 37-4
경상남도 창원마산합포구 상남동,74-62,0074,0062,부산,41.93,46.75,201912,12,"         4,000",2,1979,노산북8길 37-4
경상남도 창원마산합포구 상남동,41-5,0041,0005,예원시티빌,56.6067,44.74,201912,21,"        15,800",5,2012,상남시장로 11
경상남도 창원마산합포구 상남동,41-10,0041,0010,중앙주택,53.145,39,202004,10,"         7,000",2,1984,상남시장로 14
경상남도 창원마산합포구 서성동,83-59,0083,0059,(83-59),52.2628,20.65,202001,22,"        13,000",5,2016,동서서1길 11-2
경상남도 창원마산합포구 서성동,83-62,0083,0062,서성,49.35,32.67,201908,5,"         3,500",1,1983,동서남2길 17
경상남도 창원마산합포구 성호동,97-39,0097,0039,(0097-0039),67.3115,72.6,201912,2,"        19,000",5,2019,성호서10길 45
경상남도 창원마산합포구 성호동,97-39,0097,0039,(0097-0039),55.9921,60.4,201912,2,"        18,500",5,2019,성호서10길 45
경상남도 창원마산합포구 신포동1가,63-4,0063,0004,(63-4),59.62,15.35,201912,17,"         2,000",5,1990,해안대로 294
경상남도 창원마산합포구 예곡동,43,0043,0000,예솔빌리지,81.02,73.69,202003,6,"        11,000",2,2013,예곡길 33-14
경상남도 창원마산합포구 완월동,197-2,0197,0002,성지빌라,49.005,25.57,202002,20,"         5,700",2,2001,완월북10길 7
경상남도 창원마산합포구 완월동,284-7,0284,0007,태화가든타운,130.95,75.98,202003,31,"        17,000",4,1991,장군천로 8
경상남도 창원마산합포구 월남동4가,9-1,0009,0001,현대상가APT,51.27,30.45,202001,16,"         6,000",4,1984,3·15대로 23
경상남도 창원마산합포구 월영동,234-50,0234,0050,골든스위트 106동,73.118,61.22,202001,8,"        19,000",2,2017,문화서20길 25
경상남도 창원마산합포구 월영동,234-51,0234,0051,골든스위트 107동,70.3137,51.77,202005,11,"        19,000",1,2017,문화서20길 23
경상남도 창원마산합포구 월영동,234-4,0234,0004,골든스위트(234-4),70.57,67.19,201908,30,"        17,000",1,2014,문화서20길 25-2
경상남도 창원마산합포구 월영동,258,0258,0000,더힐스,82.9488,62.44,201908,14,"        13,000",2,2014,만날고개1길 15
경상남도 창원마산합포구 월영동,258,0258,0000,더힐스,83.4227,62.8,202005,15,"        11,500",3,2014,만날고개1길 15
경상남도 창원마산합포구 월영동,257-2,0257,0002,만날재힐,59.7036,57.34,202004,9,"        12,000",4,2011,만날고개1길 25
경상남도 창원마산합포구 월영동,602-8,0602,0008,부성상가빌라,52.96,25.92,202001,18,"         5,900",4,1997,밤밭고개로 401
경상남도 창원마산합포구 월영동,534-1,0534,0001,성진주택,59.4,55.92,201907,1,"        10,000",1,1985,월영남1길 23
경상남도 창원마산합포구 월영동,534-1,0534,0001,성진주택,58.05,54.77,201910,31,"         8,950",2,1985,월영남1길 23
경상남도 창원마산합포구 월영동,614-629,0614,0629,해동네오빌,37.88,24.25,201907,1,"         3,000",2,2002,월영남12길 33
경상남도 창원마산합포구 자산동,16-1,0016,0001,덕산그린빌,76.43,32.09,202002,20,"        10,000",2,2003,자산북4길 47
경상남도 창원마산합포구 자산동,25-6,0025,0006,무학빌라(1동),65.8,42.06,201910,4,"        12,000",2,2016,자산서11길 108
경상남도 창원마산합포구 장군동4가,15-14,0015,0014,장군미셀하우스,75.93,44.81,201911,4,"        11,000",2,1997,완월동8길 45
경상남도 창원마산합포구 중성동,16-8,0016,0008,중석뉴타운,83.57,42.83,202003,17,"        15,000",5,2014,오동서16길 23
경상남도 창원마산합포구 중앙동2가,1-432,0001,0432,원호주택,50.91,36.81,201909,11,"         6,000",2,1981,중앙동3길 32-7
경상남도 창원마산합포구 중앙동3가,2-3,0002,0003,경남데파트,78.11,30.55,201912,3,"         9,300",4,1983,3·15대로 255
경상남도 창원마산합포구 진동면 요장리,268-3,0268,0003,새한,73.215,59.94,202003,9,"         7,400",1,1998,광암3길 19
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,202003,31,"         5,600",2,1985,서촌길 28
경상남도 창원마산합포구 청계동,5-1,0005,0001,아민아트빌라,143.28,68.91,202006,27,"        18,000",3,1996,문화남7길 20
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,202001,19,"         4,000",8,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,202002,13,"         4,000",6,1998,해안대로 25
경상남도 창원마산합포구 해운동,60,0060,0000,팔레스상가,115.39,42.76,202002,20,"        14,200",6,1999,월영동16길 8
