시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원마산합포구 산호동,532-26,0532,0026,화이트빌1,54.5372,41.65,201505,18,"        11,500",3,2006,산호남8길 50
경상남도 창원마산합포구 산호동,532-33,0532,0033,화이트빌2,29.6975,21.55,201506,2,"         4,000",1,2006,산호남8길 52
경상남도 창원마산합포구 상남동,74-60,0074,0060,(74-60),45.85,28.67,201506,2,"         5,900",2,1979,노산북8길 33-1
경상남도 창원마산합포구 완월동,180-2,0180,0002,성지2차빌라,39.38,23.24,201502,10,"         5,000",1,2002,완월북10길 14
경상남도 창원마산합포구 완월동,353-1,0353,0001,완월드림빌라,77.216,46.72,201503,6,"        15,500",2,2002,완월남3길 28
경상남도 창원마산합포구 완월동,217-7,0217,0007,완월빌라,82.94,48.66,201506,20,"        12,000",4,2005,고운로 181
경상남도 창원마산합포구 완월동,150-3,0150,0003,전원파크5동,60.09,26.62,201504,9,"         9,000",4,1992,무학로 326
경상남도 창원마산합포구 완월동,150-3,0150,0003,전원파크5동,60.09,26.62,201505,16,"         7,600",5,1992,무학로 326
경상남도 창원마산합포구 완월동,284-7,0284,0007,태화가든타운,165.93,96.28,201505,27,"        23,500",-1,1991,장군천로 8
경상남도 창원마산합포구 월남동1가,32-1,0032,0001,문화동 배성빌라,63.39,37.4,201501,19,"         9,500",3,1997,문화동로 6-19
경상남도 창원마산합포구 월남동4가,9-1,0009,0001,현대상가APT,62.1,12.89,201502,11,"         9,000",3,1984,3·15대로 23
경상남도 창원마산합포구 월남동4가,9-1,0009,0001,현대상가APT,60.75,19.35,201505,7,"        10,300",4,1984,3·15대로 23
경상남도 창원마산합포구 월영동,398-10,0398,0010,(398-10),88.62,64.33,201502,4,"        10,000",1,1989,월영북9길 43
경상남도 창원마산합포구 월영동,398-10,0398,0010,(398-10),88.62,64.33,201503,2,"        12,500",2,1989,월영북9길 43
경상남도 창원마산합포구 월영동,234-6,0234,0006,골든 스위트,84.1041,93.44,201505,31,"        23,000",1,2013,문화서20길 35
경상남도 창원마산합포구 월영동,234-4,0234,0004,골든스위트(234-4),70.57,67.19,201503,20,"        18,200",1,2014,문화서20길 25-2
경상남도 창원마산합포구 월영동,234-4,0234,0004,골든스위트(234-4),70.57,67.19,201505,27,"        18,500",2,2014,문화서20길 25-2
경상남도 창원마산합포구 월영동,258,0258,0000,더힐스,82.9488,62.44,201501,6,"        25,500",4,2014,만날고개1길 15
경상남도 창원마산합포구 월영동,258,0258,0000,더힐스,84.5204,63.62,201503,20,"        25,000",2,2014,만날고개1길 15
경상남도 창원마산합포구 월영동,257-2,0257,0002,만날재힐,59.9421,57.58,201502,12,"        16,950",3,2011,만날고개1길 25
경상남도 창원마산합포구 월영동,534-1,0534,0001,성진주택,65.79,61.33,201501,10,"        12,700",1,1985,월영남1길 23
경상남도 창원마산합포구 월영동,534-1,0534,0001,성진주택,59.4,55.92,201503,2,"        11,800",2,1985,월영남1길 23
경상남도 창원마산합포구 월포동,2-218,0002,0218,영진블루빌 'B'동,59.28,47.84,201504,9,"        15,300",1,2011,반월동4길 14
경상남도 창원마산합포구 자산동,203-34,0203,0034,무학,46.78,41.27,201503,15,"         7,000",2,1987,자산서3길 2-3
경상남도 창원마산합포구 자산동,203-34,0203,0034,무학,46.78,41.27,201504,18,"         7,800",1,1987,자산서3길 2-3
경상남도 창원마산합포구 자산동,15-8,0015,0008,자산한백빌라트,84.59,46.44,201503,1,"        13,500",3,1996,자산북4길 28
경상남도 창원마산합포구 자산동,11-11,0011,0011,태평양빌라,58.08,30.41,201501,30,"         8,350",3,1991,문신길 12
경상남도 창원마산합포구 중성동,16-8,0016,0008,중석뉴타운,78.42,40.51,201503,24,"        19,500",3,2014,오동서16길 23
경상남도 창원마산합포구 중성동,16-8,0016,0008,중석뉴타운,78.42,40.51,201504,10,"        20,000",5,2014,오동서16길 23
경상남도 창원마산합포구 중성동,16-8,0016,0008,중석뉴타운,78.42,40.51,201505,12,"        20,600",4,2014,오동서16길 23
경상남도 창원마산합포구 중성동,16-8,0016,0008,중석뉴타운,83.57,42.76,201505,14,"        21,000",5,2014,오동서16길 23
경상남도 창원마산합포구 중성동,16-8,0016,0008,중석뉴타운,83.57,42.76,201505,29,"        19,500",2,2014,오동서16길 23
경상남도 창원마산합포구 중성동,16-8,0016,0008,중석뉴타운,83.57,42.76,201506,9,"        20,500",4,2014,오동서16길 23
경상남도 창원마산합포구 중앙동2가,5-8,0005,0008,중앙빌라1,62.04,35.32,201505,9,"        13,500",2,2000,중앙남4길 24
경상남도 창원마산합포구 중앙동3가,2-3,0002,0003,경남데파트,79.18,30.97,201505,3,"        12,500",4,1983,3·15대로 255
경상남도 창원마산합포구 진동면 고현리,127-2,0127,0002,고현빌라(가동),75.98,58.63,201503,7,"         6,700",1,1997,고현새동네길 9
경상남도 창원마산합포구 진동면 진동리,127-6,0127,0006,모던빌리지,62.99,64.96,201503,26,"        13,100",5,2011,신성산1길 12-12
경상남도 창원마산합포구 진동면 진동리,127-8,0127,0008,모던빌리지2차,71.62,57.21,201503,17,"        14,400",5,2012,신성산1길 12-10
경상남도 창원마산합포구 진동면 진동리,127-7,0127,0007,모던빌리지3차,71.62,57.26,201506,25,"        12,000",4,2012,신성산1길 12-6
경상남도 창원마산합포구 진동면 진동리,128-2,0128,0002,선우하이츠,74.25,52.66,201503,2,"        13,400",4,2011,신성산1길 12-5
경상남도 창원마산합포구 진동면 진동리,503-3,0503,0003,성원빌딩,125.73,40.89,201506,23,"        10,000",5,1995,삼진의거대로 644
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201503,13,"         6,000",3,1985,서촌바다길 29
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201503,18,"         5,600",3,1985,서촌바다길 29
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201503,29,"         5,700",1,1985,서촌바다길 29
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201504,24,"         6,000",1,1985,서촌바다길 29
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201505,16,"         5,200",3,1985,서촌바다길 29
경상남도 창원마산합포구 진동면 진동리,136-1,0136,0001,진동파크빌,69.01,55.79,201505,3,"        14,900",3,2012,신성산2길 26
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,18.36,5.18,201503,26,"         4,000",5,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201504,15,"         5,500",5,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201504,22,"         5,300",6,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201504,24,"         4,500",8,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201504,24,"         3,000",8,1998,해안대로 25
