시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원마산합포구 교방동,289-16,0289,0016,다보트윈빌102동,45.19,30.43,201501,30,"         8,900",5,2002,교방서2길 78
경상남도 창원마산합포구 교방동,359-5,0359,0005,대광,44.83,40.25,201501,29,"         9,200",3,1981,회원남25길 23
경상남도 창원마산합포구 교방동,359-5,0359,0005,대광,44.63,40.09,201503,24,"         8,200",2,1981,회원남25길 23
경상남도 창원마산합포구 교방동,382-29,0382,0029,대남그린빌A동,65.57,44.18,201503,25,"        13,550",2,2003,교방동2길 7
경상남도 창원마산합포구 교방동,359-4,0359,0004,동아,46.78,32.9,201501,13,"         8,350",3,1982,교방북2길 28
경상남도 창원마산합포구 교방동,359-4,0359,0004,동아,46.78,32.9,201504,3,"         9,200",4,1982,교방북2길 28
경상남도 창원마산합포구 교방동,365-1,0365,0001,럭키하이츠빌라,84.77,39.7,201504,14,"        15,000",3,1991,회원서10길 109
경상남도 창원마산합포구 교방동,380-2,0380,0002,성호국민주택,45.9,37.08,201505,5,"         8,900",2,1985,교방동1길 10
경상남도 창원마산합포구 교방동,379-1,0379,0001,초원빌라,84.57,43.2,201505,14,"        12,900",3,1991,교방서5길 57
경상남도 창원마산합포구 교방동,183-9,0183,0009,태우,57.6,51.7,201504,30,"         9,600",2,1985,교방남1길 10
경상남도 창원마산합포구 교방동,381-3,0381,0003,해동빌라,91.87,40.81,201501,12,"        20,000",3,1997,교방서5길 30
경상남도 창원마산합포구 교방동,381-3,0381,0003,해동빌라,91.88,40.81,201505,1,"        17,000",2,1997,교방서5길 30
경상남도 창원마산합포구 교방동,373-4,0373,0004,화랑주택(국민),47.115,40.49,201501,6,"         8,600",1,1986,교방서2길 55
경상남도 창원마산합포구 교방동,373-4,0373,0004,화랑주택(국민),43.38,37.29,201501,8,"         8,400",2,1986,교방서2길 55
경상남도 창원마산합포구 교원동,3-5,0003,0005,무학상가아파트,58.76,7.4,201504,27,"         7,900",2,1979,회원천남길 128
경상남도 창원마산합포구 구산면 심리,477,0477,0000,별장,64.6,78.3,201505,28,"         4,000",2,1989,괭이바다길 229
경상남도 창원마산합포구 구산면 심리,477,0477,0000,별장,62.7,78.3,201505,28,"         4,000",2,1989,괭이바다길 229
경상남도 창원마산합포구 대성동1가,7-1,0007,0001,성지빌라,72.4,37.63,201501,31,"        12,900",3,2005,중앙남11길 55
경상남도 창원마산합포구 반월동,57-1,0057,0001,동명빌라,30.4,18.45,201506,29,"         4,200",3,1995,반월남1길 48
경상남도 창원마산합포구 산호동,335-4,0335,0004,(335-4),53.07,30.51,201505,26,"         7,100",3,1983,합포동4길 10
경상남도 창원마산합포구 산호동,31-11,0031,0011,플러스빌,72.15,55.03,201502,5,"        17,100",2,2002,산호북14길 11
경상남도 창원마산합포구 산호동,46-2,0046,0002,행운빌B동,83.66,67.41,201502,2,"        19,350",2,2011,산호남6길 26
