시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원진해구 무송동,5-1,0005,0001,남진나동,48.6,40.3,201707,4,"         4,600",1,1987,태평로58번길 12
경상남도 창원진해구 북부동,86-2,0086,0002,다옴빌,64.285,58.32,201801,3,"        14,800",3,2014,웅천북로 29
경상남도 창원진해구 북부동,86-2,0086,0002,다옴빌,64.155,58.21,201801,3,"        14,800",2,2014,웅천북로 29
경상남도 창원진해구 북부동,86-2,0086,0002,다옴빌,64.155,58.21,201801,3,"        14,800",4,2014,웅천북로 29
경상남도 창원진해구 북부동,444-11,0444,0011,동인빌라,46.32,43.64,201804,17,"         5,100",1,1990,웅천북로 35
경상남도 창원진해구 서중동,144-1,0144,0001,동인빌라(144-1),59.67,43.81,201711,1,"         6,400",2,1991,웅천로166번길 14-9
경상남도 창원진해구 서중동,144-17,0144,0017,동인빌라(144-17),55.84,48.37,201709,6,"         5,100",2,1991,웅천중로65번길 14-9
경상남도 창원진해구 석동,284-3,0284,0003,경부빌라가동,68.03,36.72,201804,16,"        10,500",1,1993,돌리로10번길 15
경상남도 창원진해구 석동,284-2,0284,0002,경부빌라나동,65.64,41.9,201708,21,"         7,000",1,1993,진해대로789번길 12
경상남도 창원진해구 석동,118-18,0118,0018,대성주택A동,46.76,42,201806,27,"         7,950",1,1983,냉천로 37
경상남도 창원진해구 석동,118-19,0118,0019,대성주택D동,46.76,40.3,201709,13,"         9,500",1,1983,냉천로 39
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.83,88.9,201711,30,"        15,000",1,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.83,88.9,201802,6,"        18,900",1,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.83,88.9,201803,2,"        16,300",1,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.71,76.84,201803,12,"        14,500",1,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.71,76.84,201806,19,"        16,000",2,2003,냉천로107번길 14
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,201708,28,"        20,800",3,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,201709,15,"        19,600",3,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,84.96,127.18,201709,16,"        25,000",3,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,201710,20,"        18,000",4,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,201710,27,"        21,300",4,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,84.96,127.18,201710,27,"        25,000",2,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,104.58,201711,27,"        21,500",1,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,112.41,201802,10,"        20,000",2,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,104.58,201802,19,"        19,200",1,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,112.41,201804,7,"        21,650",4,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,84.96,127.18,201804,27,"        19,000",4,2003,석동로 80
경상남도 창원진해구 소사동,9-12,0009,0012,동화맨션B동,59.55,25.78,201709,2,"         5,300",4,1996,소사로 35
경상남도 창원진해구 속천동,4-2,0004,0002,유진파크뷰,67.195,53.1,201710,23,"        14,850",5,2012,속천로 57
경상남도 창원진해구 속천동,4-2,0004,0002,유진파크뷰,68.17,53.87,201802,13,"        13,100",2,2012,속천로 57
경상남도 창원진해구 여좌동,97-34,0097,0034,경동빌라(97-34),37.06,17.25,201801,17,"         6,000",4,1997,여명로 91
경상남도 창원진해구 여좌동,41-6,0041,0006,경부아트빌라,71.61,49.55,201802,7,"         9,500",1,1997,여좌로99번다길 12
경상남도 창원진해구 여좌동,116-1,0116,0001,대성빌라(116-1),51.6,41,201708,28,"         4,500",2,1990,여명로25번나길 18
경상남도 창원진해구 여좌동,110-6,0110,0006,송원하이츠빌라,65.59,41.4,201802,20,"         7,500",4,1992,여좌로63번길 9-1
경상남도 창원진해구 여좌동,748-1,0748,0001,신창APT,60.01,43.18,201803,3,"         6,900",3,1984,여좌남로10번길 3
경상남도 창원진해구 여좌동,121-36,0121,0036,신흥연립(나),76.04,44.17,201801,22,"         8,500",1,1988,여좌남로55번안길 5
경상남도 창원진해구 여좌동,44-17,0044,0017,여좌빌라,55.74,49.63,201806,21,"         6,500",1,1989,여좌로114번길 5
경상남도 창원진해구 여좌동,126-8,0126,0008,여좌테크노빌,84.46,46.56,201709,7,"        15,000",4,2002,여좌남로41번길 8
경상남도 창원진해구 여좌동,120-3,0120,0003,예덴빌라,43.63,22.13,201803,22,"         5,000",4,2005,여좌남로55번안길 9
경상남도 창원진해구 여좌동,102-4,0102,0004,용성빌라,67.94,55.8,201801,22,"         7,700",2,1983,여명로 67
경상남도 창원진해구 여좌동,2-10,0002,0010,장복(2-10),46.9,54.77,201710,27,"         4,000",1,1985,여좌천로116번길 13-7
경상남도 창원진해구 여좌동,2-10,0002,0010,장복(2-10),46.9,54.77,201711,8,"         4,000",1,1985,여좌천로116번길 13-7
경상남도 창원진해구 여좌동,104-1,0104,0001,청송빌라,44.25,21.6,201806,15,"         5,500",2,1983,여명로 78
경상남도 창원진해구 여좌동,105-40,0105,0040,풍산아트빌라,71.56,54.1,201709,2,"         6,000",1,1985,여좌로63번길 8-15
경상남도 창원진해구 여좌동,105-40,0105,0040,풍산아트빌라,71.56,54.1,201710,5,"         5,000",1,1985,여좌로63번길 8-15
경상남도 창원진해구 여좌동,37-24,0037,0024,해성APT,70.55,45.5,201803,9,"         5,500",4,1979,여좌로118번길 20
경상남도 창원진해구 여좌동,37-24,0037,0024,해성APT,70.55,45.5,201805,25,"         4,250",3,1979,여좌로118번길 20
경상남도 창원진해구 용원동,1125-8,1125,0008,해동아트빌라,76.1,40.07,201710,8,"         9,500",1,2005,용원동로 280-1
경상남도 창원진해구 이동,346,0346,0000,대진빌라,74.64,41.63,201707,3,"        10,000",5,2000,충장로407번길 9-7
경상남도 창원진해구 이동,69-21,0069,0021,대풍이동빌라,70.47,34.37,201805,8,"         3,000",4,1994,동진로92번길 15
경상남도 창원진해구 이동,331-4,0331,0004,삼희,36.17,34,201806,5,"         2,400",2,1979,해원로 24
경상남도 창원진해구 이동,42-9,0042,0009,수진빌라,71.595,28.76,201709,27,"         8,300",4,2002,이동로72번길 3
경상남도 창원진해구 이동,542-45,0542,0045,안성그린파크,59.58,42.95,201709,8,"        10,500",2,1995,충장로364번가길 4-13
경상남도 창원진해구 이동,26-4,0026,0004,은성빌라,74.32,37.98,201708,31,"        11,000",3,2003,해원로2번길 42
경상남도 창원진해구 이동,19-3,0019,0003,이동,44.1,37.4,201707,10,"         6,600",3,1989,해원로2번길 39
경상남도 창원진해구 이동,257-7,0257,0007,이동빌라B동,47.16,40.4,201802,23,"         6,500",2,1989,충장로407번길 10
경상남도 창원진해구 이동,507-11,0507,0011,태성빌라(507-11),62.83,29.62,201711,4,"         9,800",1,2000,병암로38번길 5
경상남도 창원진해구 이동,554,0554,0000,홍성빌라,76.29,83.19,201707,28,"         9,500",4,1997,이동로1번길 3
경상남도 창원진해구 이동,554,0554,0000,홍성빌라,76.29,83.19,201710,28,"        13,900",2,1997,이동로1번길 3
경상남도 창원진해구 이동,554,0554,0000,홍성빌라,76.29,83.19,201805,7,"         9,800",1,1997,이동로1번길 3
경상남도 창원진해구 익선동,26,0026,0000,에덴상가빌라,83.64,38.87,201708,3,"        12,400",3,1996,백구로 75
경상남도 창원진해구 익선동,26,0026,0000,에덴상가빌라,74.585,32.67,201709,12,"         9,100",4,1996,백구로 75
경상남도 창원진해구 자은동,959-2,0959,0002,부길골든프라자,84.78,32.01,201708,20,"        13,000",5,1998,자은로64번길 3
경상남도 창원진해구 자은동,947-10,0947,0010,혜성빌라D동,46.68,44.08,201712,1,"         6,000",1,1991,자은로64번길 34-6
경상남도 창원진해구 제황산동,28-523,0028,0523,부흥빌라나동,83.01,57.1,201708,5,"         9,500",3,1995,충장로168번길 17
경상남도 창원진해구 제황산동,28-580,0028,0580,삼진주택,67.01,66,201708,23,"         3,816",3,1984,인사로 35
경상남도 창원진해구 충무동,28-88,0028,0088,금강영지빌B,63.82,48.33,201803,4,"        12,200",2,2014,제황로80번길 16
경상남도 창원진해구 충의동,45,0045,0000,동성나동,60.96,45.66,201707,4,"         5,000",3,1984,태평로48번길 5
경상남도 창원진해구 태백동,2-2,0002,0002,경흥힐사이드빌라트,83.26,50.27,201804,16,"         9,000",2,1997,태백서로 70
경상남도 창원진해구 태백동,8-43,0008,0043,태진맨션,36.675,18.72,201804,2,"         3,700",1,2001,태백서로34번길 13
경상남도 창원진해구 태백동,8-43,0008,0043,태진맨션,73.62,37.56,201804,9,"         7,000",2,2001,태백서로34번길 13
경상남도 창원진해구 풍호동,722-4,0722,0004,뉴중앙골든프라자,72.25,38.8,201801,15,"        17,280",4,2016,충장로541번길 6
경상남도 창원진해구 풍호동,335,0335,0000,동진하이빌,73.93,40.56,201806,6,"         8,300",3,2003,충장로603번길 26
경상남도 창원진해구 행암동,166,0166,0000,명신빌라,71.14,51.13,201805,27,"         6,100",1,1993,행암로217번길 6
