edited_address,lng,lat
경화동 조천북로85번길,128.680976549207,35.1624013558242
광화동 중원로44번길,128.660241426436,35.1479688080333
남문동 웅천동로49번길,128.759395120098,35.1020970422778
남문동 웅천중로45번길,128.748472989242,35.1098844116702
남문동 웅천중로50번길,128.750692425676,35.1099865630382
남문동 웅천서로,128.748042126762,35.1086848794476
남양동 남영로491번길,128.780877198504,35.1145605116775
대장동 대장로163번길,128.777414678036,35.1392883749887
마천로,128.783459364973,35.1295025575383
태평로48번길,128.664559618145,35.1444429585844
대죽동 태평로92번안길,128.66865532033,35.1434780807626
속천로52번안길,128.668414178335,35.1416622647535
중원동로,128.661307988125,35.1485478276491
덕산동 충장로505번길,128.702160085065,35.1444472433621
덕산동 충장로481번길,128.701667369732,35.1470469943401
마천동 웅동로,128.781776020949,35.1274674151396
마천동 마천로103번길,128.783962462314,35.1352405768345
명동 우도로5번길,128.721586993874,35.0876790963954
명동 명동로5번길,128.718197007437,35.097361262406
명동 명제로370번길,128.731348894575,35.0955118030773
태평로66번길,128.666189452133,35.1440468119934
북부동 웅천북로,128.743776740437,35.1203643656749
북부동 웅천북로39번길,128.74782331182,35.1170482359684
북부동 웅천북로191번길,128.735098511687,35.1212889551117
웅천로166번길,128.748511114714,35.111699557122
석동 진해대로802번길,128.701205366083,35.1560877318699
석동 돌리로6번길,128.701604821151,35.1580695022967
석동 동진로76번길,128.702046330545,35.1501171946487
석동 석동로73번길,128.704930926375,35.1573041827716
석동 돌리로16번길,128.702246873996,35.158826611726
석동 돌리로9번길,128.699221308776,35.1595362727278
석동 냉천로,128.71380358387,35.155911575245
석동 냉천로36번길,128.702045821826,35.1501401830576
석동 석동로39번길,128.701797132595,35.1565600423604
석동 석동로30번길,128.703031929109,35.1531403820027
석동 동진로35번길,128.701221499602,35.1535055845758
석동 동진로49번길,128.702965246075,35.1531472676135
석동 석동로75번길,128.705270948363,35.1573857334153
석동 진해대로874번길,128.705379722023,35.1512045033305
석동 진해대로823번길,128.705639932684,35.1573722466918
석동 돌리로22번길,128.701887409596,35.1596081583793
성내동 웅천중로66번길,128.750754096499,35.1119310529101
소사동 소사천로,128.77671115394,35.1267251078447
태평로,128.670438053382,35.1422708255695
송학동 중원로79번길,128.658714743639,35.1514357658434
속천로,128.671275457539,35.1406575165279
안골동 안청남로6번길,128.803548172595,35.1006551785677
안골동 안골로220번나길,128.799244826404,35.0904661675953
안골동 안청로42번길,128.805205024914,35.100765154338
안골동 안골로220번가길,128.797577615388,35.0917376477485
안골동 안골로277번길,128.803788389311,35.0989310922789
안골동 안청로,128.80533382939,35.0984061059058
안골동 안청남로22번길,128.805250755747,35.1005962162461
안골동 안청남로,128.803548172595,35.1006551785677
안골동 안골로298번길,128.805043571335,35.0972174891103
안골동 안골로220번길,128.797943052382,35.09250592369
여좌동 여좌남로,128.660517119446,35.1550292481005
여좌동 여좌로56번길,128.663822920131,35.1564589294329
여좌동 여좌로,128.662518375704,35.1585299367003
여좌동 여좌로70번길,128.662950187559,35.1575103944273
여좌동 대야로24번길,128.669999550102,35.1547189083336
여좌동 여좌로99번가길,128.662337547707,35.1610979523998
여좌동 여좌로11번길,128.664211528997,35.1534058971715
여좌동 여좌로118번다길,128.663131940491,35.1640496613176
여좌동 여명로,128.657603626925,35.1544599205529
여좌동 여좌로118번가길,128.66488945169,35.1620264061513
여좌동 충장로,128.656981049116,35.1535860420172
여좌동 여좌남로41번길,128.660667730915,35.1566893247952
여좌동 여좌남로55번안길,128.661452554527,35.1568287973315
여좌동 여좌로58번길,128.662989833591,35.1576197101707
여좌동 여좌로83번길,128.661299837524,35.1588488389433
여좌동 여좌남로10번길,128.656877159806,35.1549456203859
여좌동 여좌로123번길,128.661737419697,35.1618721435606
여좌동 대야로,128.668762847784,35.1550951830124
여좌동 여좌로114번길,128.664396190689,35.1614089934972
여좌동 여좌로47번길,128.661678214949,35.155886618651
여좌동 여명로25번나길,128.657257783379,35.1574966680894
여좌동 여좌천로,128.660717616987,35.1636395654147
여좌동 여좌로118번길,128.665648357595,35.1635075072733
여좌동 여좌남로42번길,128.660349692484,35.1545932741743
여좌동 여좌남로16번길,128.657613373922,35.1548700280948
여좌동 여좌로15번길,128.662389574989,35.1539475914866
여좌동 여좌로99번길,128.661520566011,35.1603831310591
여좌동 여좌남로55번길,128.662086423012,35.1559076943928
여좌동 대야남로,128.669785866274,35.153133435508
여좌동 여좌로99번나길,128.66195849499,35.1617074294222
여좌동 여좌로89번길,128.661875684799,35.1594442233254
여좌동 충장로63번길,128.658842050107,35.1536527664852
용원동 용원중로5번길,128.815090873337,35.0978604262339
용원동 용원남로56번길,128.814627342441,35.0984136829601
용원동 용재로3번길,128.81076690086,35.1032073911137
용원동 용재로29번길,128.813198544565,35.1027217817618
용원동 용원남로27번길,128.81797303796,35.0964574795395
용원동 용원북로11번길,128.813155693904,35.1043022508797
용원동 용원북로12번길,128.817632117998,35.1034060832604
용원동 용원남로17번안길,128.81794626992,35.0938789663016
용원동 용원남로17번길,128.818024013602,35.0947581064663
용원동 용원동로221번길,128.816690518065,35.0917320842382
용원동 용원동로,128.816690518065,35.0917320842382
용원동 용원남로7번길,128.818917442337,35.0950638227793
용원동 용원로89번길,128.81921572285,35.0995755988412
용원동 용원중로37번길,128.815753714621,35.1008257664343
용원동 용원북로11번가길,128.811905794469,35.1038387938135
용원동 용원중로26번길,128.817965741477,35.0991806968942
용원동 용원로78번안길,128.818669861703,35.0979423201625
용원동 용원로101번길,128.820634738884,35.0992918585311
용원동 용재로,128.815839009727,35.1012450850809
용원동 용원북로12번안길,128.818037455104,35.1027998858321
용원동 용재로59번길,128.816514219984,35.1020521877741
용원동 용원로102번길,128.819884449507,35.0974708692614
이동 충장로442번길,128.694760701765,35.149279185767
이동 해원로14번길,128.6970653946,35.1536958243667
이동 충장로405번길,128.696083024529,35.1528108808568
이동 이동로58번길,128.698699836866,35.1506334386086
이동 충장로415번길,128.697787683675,35.1522767255399
병암로29번길,128.691697242615,35.1563173323635
이동 충장로407번길,128.696757432801,35.1519865468121
이동 이동로,126.859613207425,37.3069866906844
이동 충장로419번길,128.698461177252,35.151995383894
이동 충장로364번나길,128.69034491664,35.1521408192799
이동 충장로468번길,128.695906481455,35.1478629135539
이동 충장로,126.853832373449,37.3102271107863
이동 충장로446번길,128.695197149801,35.1489015028226
이동 충장로426번길,128.694198637104,35.1505577784696
이동 이동로38번길,128.695927518162,35.1494158839343
이동 충장로465번길,128.70037868537,35.1477175781009
이동 이동로40번길,128.697775775373,35.1490471669514
이동 충장로412번길,128.693771096281,35.1513763939027
이동 이동로69번길,128.699102272011,35.1522933505608
충장로130번길,128.666014776775,35.1507532084439
인사동 인사로6번길,128.66812824359,35.1498812008875
벚꽃로60번길,128.664700483111,35.1508522080434
제황로,128.668554984748,35.1488444952187
자은동 덕산로51번길,128.705306186724,35.1471339818818
동진로,128.128331061589,35.180458930585
자은동 자은로6번길,128.704407096048,35.1485063148676
냉천로129번길,128.709539071188,35.1559280398572
자은동 자은로28번길,128.705331523036,35.1491263252875
자은동 진해대로902번길,128.706141708711,35.1491510559458
자은동 진해대로901번길,128.708857375097,35.1492428230011
자은동 진해대로914번길,128.70500118009,35.1479555968816
자은동 자은로,128.708204693288,35.1508213317106
제덕동 제덕로,128.744988083525,35.0995730735455
제덕동 제덕로179번길,128.744988083525,35.0995730735455
속천로,128.671275457539,35.1406575165279
제황산동 벚꽃로50번안길,128.664160747162,35.1504007170109
제황산동 충장로168번길,128.67013283682,35.1509644366549
제황산동 인사로22번길,128.668758521259,35.149650186082
제황산동 인사로17번길,128.669652880024,35.1506153372826
제황로,128.668554984748,35.1488444952187
제황산동 백구로6번길,128.662880573428,35.146670703215
제황산동 벚꽃로50번길,128.665454090846,35.1494302499703
중평동 중원로38번길,128.660245849882,35.147392589273
창선동 편백로20번길,128.658033177101,35.1489681485774
청안동 청안로150번길,128.792422217666,35.1032777561402
태평로34번길,128.661058002754,35.1447566149427
중원동로10번길,128.663636259749,35.1451300347883
태백동 태백서로,128.673744419871,35.1543690927899
태백동 여좌천로166번길,128.658750054027,35.1675666038877
대야남로67번길,128.671638006644,35.1559101744006
태백동 여좌천로,128.658750054027,35.1675666038877
태백동 태백서로47번길,128.673994559028,35.1568568149523
태평동 백구로,128.659530527806,35.1494823460597
중원로,128.659493330271,35.1484503132868
덕산로36번길,128.703813815069,35.1444013747951
풍호동 천자로373번길,128.705817099013,35.1362740391356
풍호동 진해대로1041번길,128.710576719606,35.136678362945
행암동 행암로217번길,128.702873707886,35.1157945499817
현동 여명로25번라길,128.656867892003,35.1579786636556
화천동 중원로85번길,128.658444343586,35.1520562717587
화천동 충장로82번길,128.660795956091,35.1512664768022
가포동 가포해안길,128.574150346974,35.1707285066131
교방동 교방서6길,128.564394330456,35.2120484935549
교방동 교방서5길,128.563672195501,35.2119453496563
교방동 교방동1길,128.565282969731,35.2128965164232
교방동 교방동2길,128.565830546947,35.2123612186155
교방동 교방북2길,128.563954714238,35.2156989616919
교방동 교방동18길,128.567680581545,35.2116016823574
교방동15길,,
교방동 교방천남길,128.572348330558,35.2108183479332
노산서23길,,
교방동 천하장사로,128.569566162376,35.2103288529555
교방동10길,,
교방동16길,,
교방동14길,,
성호북4길,,
교방동17길,,
교방동19길,,
교방동 노산서9길,128.568896675969,35.2133778573827
교방동11길,,
교방동 노산서18길,128.566099937861,35.2150603656495
교방동 교방동9길,128.567676200297,35.2139152164667
교방동 교방서3길,128.563930396649,35.2141795182248
교방동 교방동5길,128.566249416136,35.2141009565675
교방동 교방남1길,128.564882951605,35.2102265427768
교방동 교방서7길,128.564894988133,35.2111454701583
교방동20길,,
교방동 교방동4길,128.566681217916,35.2129982916759
교방동 교방시장3길,128.563433878188,35.2155059758849
교방동 교방서2길,128.564611938339,35.2139689232996
교원동 노산서19길,128.569450116893,35.2156923601133
교방천북길,128.571234995906,35.2113962581127
노산서23길,,
교원동 회원천남길,128.574566521485,35.2155885999704
교원동 노산남8길,128.570695124632,35.213492152627
노산서25길,,
교원동 노산남11길,128.57134343394,35.2123448448044
교원동 노산서20길,128.568151036727,35.2154847893014
장구길,128.565090355961,35.0800951715505
해양관광로,128.548690110908,35.1015519160971
난포해안길,128.606681271352,35.0806221135453
난포2길,128.605362007166,35.082546183949
난포1길,128.611610770589,35.0816274627116
욱곡2길,128.557480315929,35.0969572571783
해양관광로,128.548690110908,35.1015519160971
욱곡1길,128.559609967182,35.0988898345484
마전길,128.534551453373,35.124757302349
마전1길,128.725502962003,34.8487356999546
양평길,128.585179689857,35.0847509693656
수정1길,128.5886780783,35.1218225180012
구산로,128.871985682874,35.2488178673857
안녕로,128.598629836604,35.1177185886744
이순신로,128.609213200656,35.0699143934036
심리3길,128.607378897702,35.0689416678442
남성동 합포로,128.58327520162,35.2096966374998
대내동 월영북로,128.556142162942,35.1834374326395
대내동 월영북13길,128.556571947613,35.1824021478057
대성동2가 중앙남9길,128.563309348524,35.1937221914536
대성동2가 중앙서1길,128.563422783165,35.1944624480456
대외동 문화남6길,128.558549787898,35.1844799384986
대외동 문화남2길,128.559419956574,35.1841451890186
대창동 문화서1길,128.554558437073,35.1859559320263
덕동동 현동로,128.558957979246,35.1447047844444
동성동 동서북17길,128.577568097651,35.2060213727904
문화북1길,128.561064035774,35.1875523310646
두월동2가 문화북2길,128.558913429235,35.1871440175183
문화남2길,128.559419956574,35.1841451890186
문화동 문화서12길,128.555253481343,35.1880258141209
문화북4길,128.559649041271,35.1877114298058
고운로,128.560702770174,35.1927479612845
반월동 반월북3길,128.560376814402,35.1906642557883
반월북7길,128.560161259005,35.1909832793083
반월동 반월남7길,128.559254046176,35.1902276483962
산호동 허당로,128.580785705615,35.2107844309882
산호동 산호남11길,128.585773584633,35.2146756127292
산호동 산호동6길,128.587616288408,35.2151088338754
산호동 산호남6길,128.579666654712,35.2165615420573
산호동 산호남2길,128.581517698851,35.2164560787265
산호동 산호북4길,128.585979177926,35.2180010883401
산호동 산호서4길,128.578159120618,35.2180907769677
산호동 합포북21길,128.577367996922,35.2143749298243
해안대로,128.573206492998,35.1990521696939
산호동 회원천북길,128.579637133001,35.2101808163541
산호동 산호남3길,128.581539997615,35.2157035262663
합포로,128.58327520162,35.2096966374998
산호동 합포북9길,128.579055584302,35.212205460971
산호동 합포남5길,128.581042687372,35.2100041190543
산호동 합포북18길,128.578022789372,35.2137202989543
산호동 산호서6길,128.579788974119,35.2196884036037
산호동 합포북3길,128.580421735529,35.2114614156361
산호동 산호남9길,128.584017066285,35.2157324189503
산호동 산호남4길,128.580604495481,35.215643196677
산호동 합포남10길,128.580667899332,35.2100718298225
산호동 산호서7길,128.580612553723,35.2194399053369
산호동 산호북1길,128.584724178836,35.2182402215063
산호동 산호서2길,128.578835667559,35.2177076707307
산호동 산호북3길,128.584674250794,35.2172876393646
산호동 산호북8길,128.58418129548,35.2185322084892
산호동 산호서3길,128.577766318389,35.217678085124
산호동 산호남로,128.583340604558,35.2162026119348
산호동 산호북17길,128.584948465571,35.2202863311497
산호동 산호남1길,128.581815760753,35.2158059080393
산호동 산호북10길,128.583712700407,35.2188608025402
산호동 용마로,128.580749673161,35.2185992450532
산호동 산호북5길,128.585324519996,35.2194119854299
산호동 합포남1길,128.582318854132,35.2100694565326
산호동 합포북10길,128.580278275202,35.2121785996769
산호동 산호시장길,128.582289491921,35.2191199559817
산호동 산호서5길,128.578489027917,35.218544663061
산호동 산호남10길,128.585487402221,35.2147772357927
산호동 산호남8길,128.581391544175,35.2150422467621
산호동 산호북15길,128.583058159452,35.219058714643
산호동 합포동7길,128.586400177914,35.2125808629926
산호동 산호북16길,128.582500861386,35.2194120765681
산호동 산호북13길,128.582922384494,35.2179033049799
산호동 합포북13길,128.581088421546,35.2126116987344
산호동 합포남8길,128.581750432135,35.2103332871353
산호동 산호북2길,128.586065069351,35.2168389926387
산호동 합포북5길,128.579763790513,35.2117020724909
상남동 상남시장로,128.573370961023,35.2154592277529
허당로,128.580785705615,35.2107844309882
상남동 합포서2길,128.5782199034,35.2101290960206
상남동 노산북8길,128.573311452732,35.2131667142589
상남동 합포서7길,128.576751141545,35.2100359425545
상남동 합포서5길,128.577302560891,35.2102377554545
상남동 노산동8길,128.575625682512,35.2143993346508
상남동 노산남1길,128.573810784696,35.2127744035127
상남동 합포서11길,128.57818066503,35.2112164988551
상남동 노산북9길,128.573399791171,35.213880427079
상남동 노산동5길,128.574562639344,35.2122490280841
상남동 노산남4길,128.572884903997,35.2121805364793
회원천남길,128.574566521485,35.2155885999704
상남동 합포서10길,128.577826590868,35.2122414945566
상남동 노산남2길,128.572345820832,35.2128975347977
3·15대로,128.567243350796,35.1987082724605
상남동 북성로,128.571853030239,35.2118866184656
상남동 노산북1길,128.571451147462,35.2146628703421
상남동 합포서1길,128.579032701674,35.2099352747379
상남동 합포서12길,128.578012635496,35.2120836961794
상남동 노산북3길,128.572110720915,35.2148856530216
상남동 노산동3길,128.574959330031,35.2128084019789
상남동 합포서4길,128.577710874242,35.2102680331582
상남동 노산남6길,128.573692574821,35.2118558675924
상남동 합포서13길,128.576381162209,35.2129538285612
서성동 동서북5길,128.573163318789,35.2039351904534
서성동 동서남5길,128.568023599798,35.202063127022
서성동 동서북1길,128.572877229752,35.2035110900684
성호동 성호동3길,128.571237176997,35.209805635642
교방동16길,,
성호동 성호서6길,128.570682593025,35.2089882904758
천하장사로,128.569566162376,35.2103288529555
성호동 성호서7길,128.569335618695,35.2072110348208
성호북3길,,
성호동 성호서5길,128.570543270077,35.2089382769897
교방동15길,,
성호동 성호서9길,128.569336118681,35.2092111461891
성호동 성호서10길,128.570163386617,35.2082397888467
성호동 성호북1길,128.570518071003,35.2111703389276
성호서11길,128.568969685155,35.2097647501591
성호동 성호서13길,128.567995500885,35.2097446580614
성호동 성호동1길,128.571490165773,35.2105284786682
성호북5길,,
동서북7길,128.574503808928,35.2036975006501
수성동 동서북6길,128.574155451718,35.2041037127329
반월북9길,128.560083972439,35.1913451324065
신월동 반월서4길,128.55996745374,35.1929969875612
반월북7길,128.560161259005,35.1909832793083
신월동 완월남14길,128.559693595224,35.1943670683164
문화북2길,128.558913429235,35.1871440175183
문화북3길,128.559894819506,35.1877103365842
신포동2가 동서남1길,128.570578045942,35.2021004909185
신흥동 중앙남4길,128.564728671372,35.1935319000261
예곡동 예곡길,128.545998562567,35.1700107343113
예곡동 두릉길,128.536485122402,35.1767645345463
오동동1길,128.58001634653,35.2057851324219
오동동 오동동2길,128.580665340035,35.2050737853428
오동동 오동북6길,128.579192007227,35.207762207633
오동동 오동동4길,128.580052285277,35.2047610383578
오동동 오동북17길,128.577983481421,35.2081545042657
동서북17길,128.577568097651,35.2060213727904
오동동 오동북10길,128.579172184174,35.2085530310948
오동동 오동북5길,128.579901272596,35.2079955657118
오동동 오동북15길,128.577335703098,35.2086926938101
완월동 완월남6길,128.558028105776,35.1965182360699
완월동 완월북7길,128.559614446099,35.1995934839399
완월동 완월북14길,128.558642751908,35.2001914438932
고운로,128.560702770174,35.1927479612845
완월동 완월북13길,128.558128597725,35.1993364759299
완월동 완월동19길,128.564030076493,35.2005234672964
완월동 완월남로,128.559211946729,35.1976355853958
완월동 완월서2길,128.553257178467,35.2000473367704
완월동 완월북4길,128.561011743243,35.1991816331418
완월동 완월동8길,128.5647376357,35.19826374757
완월동 자산솔밭로,128.560139827437,35.2000701400931
완월동 완월남1길,128.560390143223,35.1964529383076
완월동 완월북10길,128.55881106274,35.1994096133987
완월동 중앙서2길,128.562461839299,35.1947744255106
완월남14길,128.559693595224,35.1943670683164
완월동 완월동1길,128.562946579604,35.1958583999477
완월동 완월남2길,128.559025659336,35.1973385921049
완월동 완월동4길,128.563643112767,35.1976348538269
완월동 완월동18길,128.56432253749,35.200189294042
중앙남8길,128.563954242759,35.1949189119909
완월동 장장군로,128.564567229847,35.1969468945426
완월동 완월북6길,128.560168917054,35.1989676379737
완월동 완월동3길,128.563477768974,35.1976981834263
우산동 우산길,128.555446208684,35.1579014760081
3·15대로,128.567243350796,35.1987082724605
월남동1가 문화동2길,128.562901808398,35.1875433138665
월남동2가 문화동5길,128.562286312672,35.1854639800372
월남동2가 문화동14길,128.561594430419,35.1835616398235
월남동4가 문화동11길,128.560341150483,35.1828450854572
3·15대로,128.567243350796,35.1987082724605
월영동 월영북4길,128.556458204322,35.1814628917433
월영동 월영북3길,128.556657015532,35.1815556877461
월영동 월영북2길,128.555235600246,35.1815169031535
월영동 월영남13길,128.559857626602,35.1772690133083
월영동 월영남1길,128.557000379936,35.1792535522177
월영동 문화서17길,128.552388862584,35.1874090833936
월영동 월영남4길,128.557752492144,35.177566664511
월영동 월영서1길,128.555548098776,35.1787449885183
월영동 월영서10길,128.555814402916,35.1738551998184
가포로,128.577647827478,35.1577201474466
월영동 월영남15길,128.561345443801,35.177426032861
월영동 월영북1길,128.556534597435,35.1802420763237
월영동 월영남19길,128.562652557292,35.1761534703783
문화서13길,128.554406979457,35.1881306837676
월영동 월영남18길,128.561845567267,35.1767733018815
월영동 밤밭고개로,128.55367748952,35.1618467637872
월영동 월영남3길,128.556714109093,35.1793287914104
월영동 월영북6길,128.5553533331,35.1820786684054
월영동 월영남5길,128.557302807779,35.1773899462754
월영동 월영서3길,128.554726483075,35.178399368044
월영동 월영서5길,128.55527192152,35.177633065719
월영북로,128.556142162942,35.1834374326395
문화남4길,128.558359863898,35.1851577743994
자산동 자산남4길,128.565464371482,35.2021426617649
자산남10길,128.564590711813,35.2015255216067
자산동 자산삼거리로,128.56485216937,35.2052522823581
자산동 자산동9길,128.567394683738,35.2041037458464
자산동 자산동2길,128.564818691411,35.2041198573053
자산서14길,128.557849452734,35.2000011285157
완월동17길,128.566289807006,35.201500126083
자산남14길,128.563605811,35.2009527107315
자산동 자산동13길,128.566551158679,35.2051487461071
자산동 자산서6길,128.562796909155,35.2029976146244
심온길,128.562777349433,35.2014897322133
자산동 자산남11길,128.563297528776,35.2018652320221
자산동 자산동3길,128.565126759144,35.2047586386422
자산동 자산북4길,128.564297863652,35.206642578199
자산동 자산서5길,128.562896601557,35.2037707629544
자산남로,128.564915793716,35.2017412223432
자산동 자산남13길,128.564085110197,35.2012633952771
자산동 자산동15길,128.566788566967,35.2060866571811
자산동 자산남2길,128.56437534676,35.2024389174
자산동 자산서11길,128.560499981154,35.2043464797283
자산동 자산동7길,128.566064148825,35.2039865006837
자산동 자산동16길,128.567271676562,35.205136445904
자산동 자산서12길,128.560574116193,35.2027062584857
자산동 자산동14길,128.566292442201,35.205548008082
자산동 자산동1길,128.565390127558,35.2041210312499
자산동 자산동8길,128.566506365294,35.2032112110081
자산동 자산남5길,128.566004510756,35.2018241174193
자산동 자산남6길,128.566068112729,35.2023173541577
반월북4길,128.561602065265,35.192106848557
반월북2길,128.561532648408,35.1908833170126
중앙남6길,128.563992954065,35.1944584186228
중앙서1길,128.563422783165,35.1944624480456
완월동1길,128.562946579604,35.1958583999477
장군천로,128.564533478826,35.1964236198752
완월동5길,128.56468298083,35.1976124066236
장장군로,128.564567229847,35.1969468945426
장군동5가 완월동16길,128.566677234216,35.2011314628269
완월동15길,128.566119312603,35.1998087222135
북성로,128.75038145566,35.4989020074556
중성동 오동서9길,128.574914600412,35.2082528702967
중성동 오동서18길,128.57330396994,35.2100246483153
중성동 오동서17길,128.573871179278,35.2095885562556
중성동 오동서10길,128.575593380812,35.2083296548148
