□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,,,,,,
계약일자 : 2020-07-01 ~ 2020-12-31,,,,실거래 구분 : 연립다세대(매매),,,,,주소구분 : 지번 주소,,,,,,,,,,,
시도 : 경상남도,,,,시군구 : 창원시 진해구,,,,,읍면동 : 전체,,,,,,,,,,,
단지명 : 전체,,,,면적 : 전체,,,,,금액선택 : 전체,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
65,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.9600,112.4100,202010,28,"19,500",3,-,-,2003,석동로 80,-,-,-,-,연립
66,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.8300,90.1500,202010,27,"15,700",4,-,-,2003,석동로 80,-,-,-,-,연립
67,경상남도 창원시 진해구 가주동,361,0361,0000,성신그린빌리지,73.6925,61.2680,202010,27,"6,300",3,-,-,1997,가주로 72,-,-,-,-,다세대
68,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.8300,90.1500,202010,26,"16,900",2,-,-,2003,석동로 80,-,-,-,-,연립
69,경상남도 창원시 진해구 이동,515-5,0515,0005,유일낙원빌라,59.3800,36.3200,202010,25,"7,900",2,-,-,1997,병암로30번길 4,-,-,-,-,연립다세대
70,경상남도 창원시 진해구 석동,268-12,0268,0012,제일원룸가동,30.1000,14.4470,202010,23,"2,000",2,-,-,2001,진해대로802번길 31,-,-,-,-,연립다세대
71,경상남도 창원시 진해구 광화동,1-12,0001,0012,광화빌라,79.8300,32.7000,202010,22,"5,000",3,-,-,1987,중원로 49,-,-,-,-,연립
72,경상남도 창원시 진해구 태평동,76-2,0076,0002,지흥빌라,55.1800,32.6970,202010,19,"5,900",2,-,-,2003,태평로 84,-,-,-,-,다세대
73,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,401",4,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
74,경상남도 창원시 진해구 이동,508-5,0508,0005,일성빌라가동,81.5700,59.2500,202010,18,"11,200",1,-,-,1991,병암로30번길 5-7,-,-,-,-,연립
75,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,437",3,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
76,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,26.6400,16.3711,202010,18,"2,956",2,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
77,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,31.3200,16.9930,202010,18,"3,475",4,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
78,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,437",4,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
79,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,26.6400,16.3711,202010,18,"2,956",3,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
80,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,26.6400,16.3711,202010,18,"2,437",4,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
81,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,31.3200,16.9930,202010,18,"3,475",2,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
82,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,437",2,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
83,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,104.9400,56.9365,202010,18,"11,643",5,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
84,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,437",2,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
85,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,401",4,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
86,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,31.3200,16.9930,202010,18,"3,475",3,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
87,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,437",3,-,-,2003,이동로69번길 6-12,20201117,-,-,-,다세대
88,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,437",3,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
89,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,26.6400,16.3711,202010,18,"2,956",3,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
90,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,26.6400,16.3711,202010,18,"2,956",2,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
91,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,31.3200,16.9930,202010,18,"3,475",4,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
92,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,437",3,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
93,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,104.9400,56.9365,202010,18,"11,643",5,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
94,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,437",2,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
95,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,31.3200,16.9930,202010,18,"3,475",3,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
96,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,26.6400,16.3711,202010,18,"2,437",4,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
97,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,437",4,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
98,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,31.3200,16.9930,202010,18,"3,475",2,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
99,경상남도 창원시 진해구 이동,38-7,0038,0007,하얀집,21.9600,13.4952,202010,18,"2,437",2,-,-,2003,이동로69번길 6-12,-,-,-,-,다세대
100,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.9600,112.4100,202010,16,"20,800",2,-,-,2003,석동로 80,-,-,-,-,연립
101,경상남도 창원시 진해구 경화동,1145-1,1145,0001,경화원룸,28.9800,14.7400,202010,16,"2,500",3,-,-,2001,중초로37번길 9,-,-,-,-,다세대
102,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,95.7700,202010,13,"16,500",4,-,-,2003,냉천로107번길 14,-,-,-,-,연립
103,경상남도 창원시 진해구 회현동,19,0019,0000,경남빌라,61.6300,38.3900,202010,10,"6,800",2,-,-,1998,편백로7번길 15,-,-,-,-,연립
104,경상남도 창원시 진해구 이동,507-11,0507,0011,태성빌라(507-11),62.8300,29.6100,202010,07,"6,500",2,-,-,2000,병암로38번길 5,-,-,-,-,다세대
105,경상남도 창원시 진해구 경화동,1169-31,1169,0031,동주빌라,83.7900,36.2600,202010,07,"10,000",4,-,-,2003,태백로11번길 12,-,-,-,-,연립
106,경상남도 창원시 진해구 중앙동,5,0005,0000,중앙,53.2900,9.7978,202010,06,"4,000",4,-,-,1979,중원동로 53,-,-,-,-,연립
