□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
12,경상남도 창원시 마산합포구 신흥동,2-16,0002,0016,상우다솜디,74.7600,53.0400,202112,11,"17,700",3,-,-,2013,중앙남3길 29,-,중개거래,경남 창원마산합포구,-,다세대
13,경상남도 창원시 마산합포구 문화동,14-220,0014,0220,80문화지구,50.4600,70.0400,202112,09,"16,000",1,-,-,1982,문화서12길 17,-,중개거래,경남 창원마산회원구,-,연립
14,경상남도 창원시 마산합포구 신흥동,2-6,0002,0006,상우다솜씨,61.2000,43.6974,202112,06,"14,900",5,-,-,2013,중앙남4길 79,-,중개거래,경남 창원마산합포구,-,다세대
15,경상남도 창원시 마산합포구 신창동,9-2,0009,0002,대진빌라,79.5000,41.0460,202112,03,"9,500",4,-,-,1995,문화북4길 36,-,중개거래,경남 창원마산합포구,-,다세대
16,경상남도 창원시 마산합포구 교방동,382-30,0382,0030,대남그린빌B동,84.7500,55.3000,202111,30,"14,500",3,-,-,2003,교방동2길 7,-,중개거래,경남 창원마산합포구,-,다세대
17,경상남도 창원시 마산합포구 해운동,60,0060,0000,팔레스상가,90.6200,33.5809,202111,30,"12,000",4,-,-,1999,월영동16길 8,-,중개거래,경남 창원마산합포구,-,연립
18,경상남도 창원시 마산합포구 신흥동,2-12,0002,0012,상우다솜비,74.7600,55.8750,202111,30,"16,800",4,-,-,2012,중앙남5길 80,-,중개거래,경남 창원마산합포구,-,다세대
19,경상남도 창원시 마산합포구 신흥동,2-6,0002,0006,상우다솜씨,61.2000,43.6974,202111,29,"16,500",5,-,-,2013,중앙남4길 79,-,중개거래,경남 창원마산합포구,-,다세대
20,경상남도 창원시 마산합포구 중앙동3가,2-3,0002,0003,경남데파트,78.1100,30.5500,202111,27,"10,300",5,-,-,1983,3·15대로 255,-,중개거래,경남 창원마산합포구,-,연립다세대
21,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202111,27,"18,000",1,-,-,1983,문화서7길 28,-,중개거래,경남 창원마산합포구,-,연립
22,경상남도 창원시 마산합포구 월영동,234-4,0234,0004,골든스위트102동(2개동),70.5700,67.1875,202111,26,"21,500",4,-,-,2014,문화서20길 25-2,-,중개거래,경남 창원마산합포구,-,다세대
23,경상남도 창원시 마산합포구 산호동,31-57,0031,0057,(31-57),35.6400,30.1366,202111,24,"5,100",1,-,-,1979,산호북14길 19-2,-,중개거래,경남 창원마산합포구,-,다세대
24,경상남도 창원시 마산합포구 교방동,382-29,0382,0029,대남그린빌A동,65.5700,44.1800,202111,23,"12,700",2,-,-,2003,교방동2길 7,-,중개거래,경남 창원마산합포구,-,다세대
25,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202111,22,"20,000",2,-,-,1981,문화서7길 22,-,중개거래,경남 창원마산합포구,-,연립
26,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202111,13,"12,000",2,-,-,1983,문화서7길 28,-,중개거래,경남 창원마산회원구,-,연립
27,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,59.8300,60.0367,202111,13,"20,000",1,-,-,1981,문화서7길 22,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,-,연립
28,경상남도 창원시 마산합포구 자산동,280-6,0280,0006,덕산빌라,73.9560,62.8866,202111,12,"15,000",1,-,-,2017,자산서6길 22,-,중개거래,경남 창원마산합포구,-,연립
29,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,59.8300,60.0367,202111,10,"21,000",2,-,-,1981,문화서7길 22,-,중개거래,경남 창원마산합포구,-,연립
30,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202111,07,"13,000",2,-,-,1981,문화서7길 22,-,중개거래,경남 창원마산회원구,-,연립
31,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,59.8300,60.0367,202111,06,"21,000",2,-,-,1981,문화서7길 22,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,-,연립
32,경상남도 창원시 마산합포구 신흥동,3-25,0003,0025,새한나코빌B,80.8200,43.6400,202111,04,"11,000",3,-,-,2006,중앙남5길 72,-,중개거래,경남 창원마산합포구,-,다세대
33,경상남도 창원시 마산합포구 추산동,69-12,0069,0012,추산맨션,67.3100,32.8400,202111,04,"6,000",2,-,-,1982,몽고정길 76,-,직거래,-,-,연립다세대
34,경상남도 창원시 마산합포구 월영동,234-4,0234,0004,골든스위트102동(2개동),70.5700,67.1875,202111,03,"21,500",4,-,-,2014,문화서20길 25-2,20211220,중개거래,경남 창원마산합포구,-,다세대
35,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202111,01,"18,000",1,-,-,1981,문화서7길 22,-,중개거래,경남 창원마산합포구,-,연립
36,경상남도 창원시 마산합포구 월영동,534-1,0534,0001,성진주택,58.0500,54.7700,202110,31,"8,700",1,-,-,1985,월영남1길 23,-,-,-,-,연립
37,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202110,30,"18,100",2,-,-,1981,문화서7길 22,-,-,-,-,연립
38,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202110,29,"18,500",3,-,-,1983,문화서7길 28,-,-,-,-,연립
39,경상남도 창원시 마산합포구 월포동,2-218,0002,0218,영진블루빌B,59.2800,47.8375,202110,29,"10,900",1,-,-,2011,반월동4길 14,-,-,-,-,다세대
40,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202110,28,"17,000",2,-,-,1981,문화서7길 22,-,-,-,-,연립
41,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202110,26,"17,000",3,-,-,1983,문화서7길 28,-,-,-,-,연립
42,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,47.7000,49.1851,202110,25,"17,000",3,-,-,1983,문화서7길 28,-,-,-,-,연립
43,경상남도 창원시 마산합포구 교방동,373-1,0373,0001,3.2맨션A동,56.7800,29.5100,202110,25,"7,000",3,-,-,1984,노산서18길 97,-,-,-,-,연립
44,경상남도 창원시 마산합포구 중앙동2가,1-432,0001,0432,원호주택,60.0300,43.3020,202110,22,"9,000",3,-,-,1981,중앙동3길 32-7,-,-,-,-,연립다세대
45,경상남도 창원시 마산합포구 산호동,269-8,0269,0008,아진파크빌,77.4400,34.2398,202110,21,"9,300",5,-,-,2003,합포북13길 90,-,-,-,-,다세대
46,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202110,21,"16,000",1,-,-,1983,문화서7길 28,-,-,-,-,연립
47,경상남도 창원시 마산합포구 수성동,80-1,0080,0001,수성채움빌라,61.9700,25.4010,202110,20,"13,500",6,-,-,2018,동서북6길 6,-,-,-,-,다세대
48,경상남도 창원시 마산합포구 교방동,365-7,0365,0007,대하주택(국민),50.5800,43.3000,202110,18,"5,000",3,-,-,1986,무학로 525,-,-,-,-,연립
49,경상남도 창원시 마산합포구 신흥동,2-4,0002,0004,상우다솜에이,74.7600,55.8645,202110,18,"16,700",4,-,-,2012,중앙남5길 84,-,-,-,-,다세대
50,경상남도 창원시 마산합포구 산호동,311-10,0311,0010,동양주택,59.4900,38.5600,202110,18,"7,200",3,-,-,1984,해안대로 525,-,-,-,-,연립
51,경상남도 창원시 마산합포구 산호동,532-34,0532,0034,화이트빌3,59.9300,50.7359,202110,16,"8,900",3,-,-,2005,산호남8길 60,-,-,-,-,다세대
52,경상남도 창원시 마산합포구 자산동,188-6,0188,0006,자산81국민,49.7000,44.7500,202110,15,"3,500",2,-,-,1982,자산북1길 18,-,-,-,-,연립
53,경상남도 창원시 마산합포구 진동면 진동리,129-10,0129,0010,파크빌2차,70.9000,54.5125,202110,14,"14,000",2,-,-,2012,신성산2길 25,-,-,-,-,다세대
54,경상남도 창원시 마산합포구 교방동,380-2,0380,0002,성호국민주택,45.9000,37.0762,202110,14,"9,900",3,-,-,1985,교방동1길 10,-,-,-,-,연립
55,경상남도 창원시 마산합포구 교방동,361-4,0361,0004,광신국민,49.3400,52.0375,202110,14,"5,000",2,-,-,1983,노산서18길 118,-,-,-,-,연립
56,경상남도 창원시 마산합포구 월포동,2-118,0002,0118,영진블루빌A,59.2800,38.3125,202110,14,"12,000",3,-,-,2011,반월동4길 16,-,-,-,-,다세대
57,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202110,14,"16,000",2,-,-,1983,문화서7길 28,-,-,-,-,연립
58,경상남도 창원시 마산합포구 산호동,27-4,0027,0004,주택,47.3700,36.0000,202110,12,"5,900",1,-,-,1979,용마로 68,-,-,-,-,연립
59,경상남도 창원시 마산합포구 월남동1가,32-1,0032,0001,문화동배성빌라,63.3900,37.4000,202110,12,"11,000",3,-,-,1997,문화동로 6-19,-,-,-,-,다세대
60,경상남도 창원시 마산합포구 문화동,14-220,0014,0220,80문화지구,50.4600,70.0400,202110,11,"16,000",1,-,-,1982,문화서12길 17,20220107,-,-,-,연립
61,경상남도 창원시 마산합포구 중앙동2가,1-432,0001,0432,원호주택,50.6800,36.8070,202110,09,"6,950",3,-,-,1981,중앙동3길 32-7,-,-,-,-,연립다세대
62,경상남도 창원시 마산합포구 대성동1가,7-1,0007,0001,성지빌라,72.4000,37.6300,202110,09,"27,500",4,-,-,2005,중앙남11길 55,-,-,-,-,다세대
63,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202110,08,"12,000",2,-,-,1983,문화서7길 28,-,-,-,-,연립
64,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202110,07,"13,000",2,-,-,1981,문화서7길 22,20211129,-,-,-,연립
65,경상남도 창원시 마산합포구 해운동,60,0060,0000,팔레스상가,90.6200,33.5809,202110,05,"10,000",6,-,-,1999,월영동16길 8,-,-,-,-,연립
66,경상남도 창원시 마산합포구 중앙동2가,1-432,0001,0432,원호주택,60.0300,43.3020,202110,04,"8,250",1,-,-,1981,중앙동3길 32-7,-,-,-,-,연립다세대
67,경상남도 창원시 마산합포구 교방동,365-5,0365,0005,무학파크뷰,64.9600,43.0381,202109,29,"10,500",5,-,-,2016,회원서10길 109-1,20221015,-,-,-,다세대
68,경상남도 창원시 마산합포구 교방동,359-4,0359,0004,동아,46.7800,32.9000,202109,26,"5,450",2,-,-,1982,교방북2길 28,-,-,-,-,연립다세대
69,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202109,25,"11,000",2,-,-,1983,문화서7길 28,-,-,-,-,연립
70,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202109,25,"11,000",3,-,-,1983,문화서7길 28,-,-,-,-,연립
71,경상남도 창원시 마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.3100,64.2037,202109,24,"4,700",2,-,-,1985,서촌길 28,-,-,-,-,연립
72,경상남도 창원시 마산합포구 구산면 심리,477,0477,0000,별장,62.7000,78.3000,202109,23,"4,000",1,-,-,1989,괭이바다길 229,-,-,-,-,다세대
73,경상남도 창원시 마산합포구 구산면 심리,477,0477,0000,별장,64.6000,78.3000,202109,23,"4,500",2,-,-,1989,괭이바다길 229,-,-,-,-,다세대
74,경상남도 창원시 마산합포구 가포동,508-7,0508,0007,건우주택,49.8000,55.0000,202109,16,"5,000",2,-,-,1985,가포로 170,-,-,-,-,연립
75,경상남도 창원시 마산합포구 신흥동,5-5,0005,0005,신우주택,125.3700,71.2300,202109,10,"13,000",3,-,-,1995,중앙남5길 46,-,-,-,-,연립
76,경상남도 창원시 마산합포구 신창동,18,0018,0000,평화,113.5200,45.4100,202109,09,"5,500",3,-,-,1975,고운로 22,-,-,-,-,연립다세대
77,경상남도 창원시 마산합포구 진북면 지산리,81-8,0081,0008,지산빌라,61.2900,66.0000,202109,08,"2,000",2,-,-,1990,지산4길 45,-,-,-,-,다세대
78,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202109,08,"10,200",1,-,-,1981,문화서7길 22,-,-,-,-,연립
79,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202109,05,"10,000",1,-,-,1983,문화서7길 28,-,-,-,-,연립
80,경상남도 창원시 마산합포구 산호동,12-17,0012,0017,성우하이빌,67.9100,44.0800,202109,04,"16,500",2,-,-,2014,산호북1길 48,-,-,-,-,다세대
81,경상남도 창원시 마산합포구 상남동,74-14,0074,0014,(74-14),71.7000,37.6800,202108,30,"12,000",3,-,-,2005,노산북8길 20,20210916,-,-,-,다세대
82,경상남도 창원시 마산합포구 상남동,74-14,0074,0014,(74-14),71.7000,37.6800,202108,30,"12,000",3,-,-,2005,노산북8길 20,-,-,-,-,다세대
83,경상남도 창원시 마산합포구 교방동,365-1,0365,0001,럭키하이츠빌라,70.4400,33.0000,202108,28,"9,500",4,-,-,1991,회원서10길 109,-,-,-,-,연립
84,경상남도 창원시 마산합포구 장군동1가,4-5,0004,0005,대호빌아트,83.4700,69.6988,202108,23,"29,700",2,-,-,2000,반월북2길 65,-,-,-,-,연립
85,경상남도 창원시 마산합포구 문화동,14-220,0014,0220,80문화지구,54.0000,74.4700,202108,23,"9,300",1,-,-,1982,문화서12길 17,-,-,-,-,연립
86,경상남도 창원시 마산합포구 교방동,384-4,0384,0004,동림준맨션,56.0700,49.2108,202108,20,"10,000",4,-,-,1984,교방서5길 9,-,-,-,-,연립다세대
87,경상남도 창원시 마산합포구 교방동,289-16,0289,0016,다보트윈빌102동,80.5300,54.2320,202108,18,"14,000",3,-,-,2002,교방서2길 78,-,-,-,-,다세대
88,경상남도 창원시 마산합포구 교방동,289-6,0289,0006,다보트윈빌101동,83.6870,45.2500,202108,07,"14,000",4,-,-,2002,교방서2길 78,-,-,-,-,다세대
89,경상남도 창원시 마산합포구 월영동,234-51,0234,0051,골든스위트107동,72.9758,53.7300,202108,04,"16,800",2,-,-,2017,문화서20길 23,20211029,-,-,-,다세대
90,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,47.7000,48.1604,202107,30,"6,500",2,-,-,1983,문화서7길 28,-,-,-,-,연립
91,경상남도 창원시 마산합포구 교방동,185-7,0185,0007,교동국민주택,38.3400,37.6750,202107,29,"5,000",2,-,-,1986,교방남1길 20,-,-,-,-,연립
92,경상남도 창원시 마산합포구 교방동,354-7,0354,0007,삼마빌라,59.8700,62.1700,202107,28,"6,500",3,-,-,1983,무학로 527,-,-,-,-,연립
93,경상남도 창원시 마산합포구 월남동4가,9-1,0009,0001,현대상가APT,71.2800,22.7080,202107,27,"7,000",5,-,-,1984,3·15대로 23,-,-,-,-,연립다세대
94,경상남도 창원시 마산합포구 완월동,197-2,0197,0002,성지빌라,49.0050,25.5700,202107,26,"5,900",1,-,-,2001,완월북10길 7,-,-,-,-,다세대
95,경상남도 창원시 마산합포구 교방동,380-2,0380,0002,성호국민주택,45.9000,37.0762,202107,26,"5,200",3,-,-,1985,교방동1길 10,-,-,-,-,연립
96,경상남도 창원시 마산합포구 대성동1가,7-1,0007,0001,성지빌라,72.4000,37.6300,202107,26,"24,500",3,-,-,2005,중앙남11길 55,-,-,-,-,다세대
97,경상남도 창원시 마산합포구 월영동,614-629,0614,0629,해동네오빌,40.8400,26.1457,202107,23,"4,000",1,-,-,2002,월영남12길 33,-,-,-,-,다세대
98,경상남도 창원시 마산합포구 월영동,234-51,0234,0051,골든스위트107동,72.9758,53.7300,202107,23,"19,500",3,-,-,2017,문화서20길 23,-,-,-,-,다세대
99,경상남도 창원시 마산합포구 교방동,382-29,0382,0029,대남그린빌A동,65.5700,44.1800,202107,22,"12,700",2,-,-,2003,교방동2길 7,20210805,-,-,-,다세대
100,경상남도 창원시 마산합포구 교방동,384-4,0384,0004,동림준맨션,56.0700,49.2108,202107,22,"7,300",4,-,-,1984,교방서5길 9,-,-,-,-,연립다세대
101,경상남도 창원시 마산합포구 교방동,382-29,0382,0029,대남그린빌A동,65.5700,44.1800,202107,22,"12,700",2,-,-,2003,교방동2길 7,20211122,-,-,-,다세대
102,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202107,21,"7,200",1,-,-,1981,문화서7길 22,-,-,-,-,연립
103,경상남도 창원시 마산합포구 교방동,383-10,0383,0010,신정,67.3200,63.7000,202107,20,"8,000",3,-,-,1984,교방서6길 12,-,-,-,-,연립
104,경상남도 창원시 마산합포구 예곡동,43,0043,0000,예솔빌리지,81.0200,73.6900,202107,19,"8,300",1,-,-,2013,예곡길 33-14,-,-,-,-,연립
105,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202107,18,"9,500",2,-,-,1981,문화서7길 22,20210811,-,-,-,연립
106,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202107,18,"9,500",2,-,-,1981,문화서7길 22,-,-,-,-,연립
107,경상남도 창원시 마산합포구 자산동,26-8,0026,0008,한백약수빌라트(102),89.6400,66.8238,202107,18,"7,250",4,-,-,1998,자산북1길 13-18,-,-,-,-,다세대
108,경상남도 창원시 마산합포구 수성동,80-1,0080,0001,수성채움빌라,65.9200,27.0200,202107,13,"13,500",6,-,-,2018,동서북6길 6,-,-,-,-,다세대
109,경상남도 창원시 마산합포구 문화동,14-220,0014,0220,80문화지구,50.4600,70.0400,202107,12,"3,000",2,-,-,1982,문화서12길 17,-,-,-,-,연립
110,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,47.7000,48.1604,202107,10,"7,100",3,-,-,1983,문화서7길 28,-,-,-,-,연립
111,경상남도 창원시 마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.3100,64.2037,202107,09,"3,000",1,-,-,1985,서촌길 28,-,-,-,-,연립
112,경상남도 창원시 마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.3100,64.2037,202107,08,"6,300",2,-,-,1985,서촌길 28,-,-,-,-,연립
113,경상남도 창원시 마산합포구 문화동,14-50,0014,0050,동원국민주택,43.2000,48.1604,202107,06,"7,000",2,-,-,1983,문화서7길 28,-,-,-,-,연립
114,경상남도 창원시 마산합포구 자산동,151-1,0151,0001,동산주택,42.9800,32.4000,202107,02,"3,300",1,-,-,1980,자산북3길 31,-,-,-,-,연립
115,경상남도 창원시 마산합포구 신창동,18,0018,0000,평화,67.1100,26.8400,202106,29,"8,000",3,-,-,1975,고운로 22,-,-,-,-,연립다세대
116,경상남도 창원시 마산합포구 장군동1가,4-5,0004,0005,대호빌아트,75.6200,63.1438,202106,28,"23,000",3,-,-,2000,반월북2길 65,-,-,-,-,연립
117,경상남도 창원시 마산합포구 교방동,365-5,0365,0005,무학파크뷰,66.1500,43.8262,202106,24,"16,000",5,-,-,2016,회원서10길 109-1,-,-,-,-,다세대
118,경상남도 창원시 마산합포구 월포동,2-118,0002,0118,영진블루빌A,59.2800,38.3125,202106,14,"11,000",4,-,-,2011,반월동4길 16,-,-,-,-,다세대
119,경상남도 창원시 마산합포구 반월동,83-3,0083,0003,반월,39.7500,27.7600,202106,11,"17,000",2,-,-,1983,반월북2길 19,-,-,-,-,연립
120,경상남도 창원시 마산합포구 문화동,12-3,0012,0003,대주빌라맨션,152.1800,166.6700,202106,10,"35,000",3,-,-,1989,고운로 51-1,-,-,-,-,연립다세대
121,경상남도 창원시 마산합포구 문화동,12-3,0012,0003,대주빌라맨션,152.1800,166.6700,202106,10,"35,500",3,-,-,1989,고운로 51-1,-,-,-,-,연립다세대
122,경상남도 창원시 마산합포구 가포동,508-7,0508,0007,건우주택,48.0000,53.0000,202106,10,"4,500",1,-,-,1985,가포로 170,-,-,-,-,연립
123,경상남도 창원시 마산합포구 월영동,33-2,0033,0002,테라스더힐,84.1350,77.1568,202106,10,"52,800",2,-,-,2020,문화서15길 38,-,-,-,-,연립다세대
124,경상남도 창원시 마산합포구 월영동,33-2,0033,0002,테라스더힐,106.8100,97.9511,202106,09,"63,450",3,-,-,2020,무학로 212,-,-,-,-,연립다세대
125,경상남도 창원시 마산합포구 문화동,11-5,0011,0005,제일주택,72.2700,66.6600,202106,07,"8,300",1,-,-,1986,문화북10길 16,-,-,-,-,연립다세대
126,경상남도 창원시 마산합포구 대성동1가,7-1,0007,0001,성지빌라,72.4000,37.6300,202106,03,"19,500",5,-,-,2005,중앙남11길 55,-,-,-,-,다세대
127,경상남도 창원시 마산합포구 진동면 진동리,127-8,0127,0008,모던빌리지2차,71.6200,57.2100,202106,01,"8,300",3,-,-,2012,신성산1길 12-10,-,-,-,-,다세대
128,경상남도 창원시 마산합포구 산호동,269-8,0269,0008,아진파크빌,77.4400,34.2398,202105,28,"7,000",5,-,-,2003,합포북13길 90,20210530,-,-,-,다세대
129,경상남도 창원시 마산합포구 반월동,57-1,0057,0001,동명빌라,30.4000,18.4500,202105,26,"12,850",3,-,-,1995,반월남1길 48,-,-,-,-,다세대
130,경상남도 창원시 마산합포구 대성동1가,1-3,0001,0003,고운빌라,78.5000,50.1823,202105,19,"9,500",2,-,-,2003,중앙남11길 41,-,-,-,-,다세대
131,경상남도 창원시 마산합포구 반월동,85-5,0085,0005,신흥프라자,81.6200,24.3917,202105,18,"19,900",5,-,-,1995,반월남1길 12,-,-,-,-,연립다세대
132,경상남도 창원시 마산합포구 산호동,311-10,0311,0010,동양주택,57.3300,38.5600,202105,17,"8,000",2,-,-,1984,해안대로 525,-,-,-,-,연립
133,경상남도 창원시 마산합포구 완월동,353-1,0353,0001,완월드림빌라,77.2160,46.7202,202105,10,"11,800",4,-,-,2002,완월남3길 28,-,-,-,-,다세대
134,경상남도 창원시 마산합포구 완월동,353-1,0353,0001,완월드림빌라,60.9000,36.8492,202105,08,"6,500",4,-,-,2002,완월남3길 28,20210513,-,-,-,다세대
135,경상남도 창원시 마산합포구 완월동,353-1,0353,0001,완월드림빌라,60.9000,36.8492,202105,08,"6,500",4,-,-,2002,완월남3길 28,-,-,-,-,다세대
136,경상남도 창원시 마산합포구 신창동,4-2,0004,0002,남양하이빌,69.5770,37.7530,202104,26,"10,000",3,-,-,2003,반월남2길 55,-,-,-,-,다세대
137,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202104,21,"6,000",2,-,-,1981,문화서7길 22,-,-,-,-,연립
138,경상남도 창원시 마산합포구 문화동,14-100,0014,0100,문화,50.7100,60.0367,202104,21,"6,000",2,-,-,1981,문화서7길 22,20210615,-,-,-,연립
139,경상남도 창원시 마산합포구 자산동,280-6,0280,0006,덕산빌라,73.8950,62.8347,202104,21,"17,000",2,-,-,2017,자산서6길 22,-,-,-,-,연립
140,경상남도 창원시 마산합포구 진북면 지산리,81-8,0081,0008,지산빌라,61.2900,66.0000,202104,20,"2,000",1,-,-,1990,지산4길 45,-,-,-,-,다세대
141,경상남도 창원시 마산합포구 신흥동,2-6,0002,0006,상우다솜씨,74.7600,53.3792,202104,18,"17,200",4,-,-,2013,중앙남4길 79,-,-,-,-,다세대
142,경상남도 창원시 마산합포구 교방동,360-1,0360,0001,동원아트빌라,80.4150,35.6200,202104,08,"11,800",2,-,-,1992,교방북2길 18,-,-,-,-,연립
