□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
13,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,95.7700,202112,14,"20,000",3,-,-,2003,냉천로107번길 14,-,직거래,-,-,연립
14,경상남도 창원시 진해구 경화동,969-7,0969,0007,부광,50.5200,21.8000,202112,10,"3,000",2,-,-,1985,충장로 367,-,직거래,-,-,연립
15,경상남도 창원시 진해구 광화동,4-3,0004,0003,수진하이빌,31.8500,12.3789,202112,07,"3,100",2,-,-,2001,중원로 50-8,-,중개거래,경남 창원진해구,-,다세대
16,경상남도 창원시 진해구 이동,161-1,0161,0001,경동황토방빌라,82.8000,37.4600,202112,04,"11,000",2,-,-,1997,이동로59번길 3,-,중개거래,경남 창원진해구,-,연립다세대
17,경상남도 창원시 진해구 행암동,164-1,0164,0001,행암골든빌라,61.8000,32.2110,202112,03,"5,000",4,-,-,1993,행암로217번길 3,-,중개거래,경남 창원진해구,-,연립
18,경상남도 창원시 진해구 이동,507-11,0507,0011,태성빌라(507-11),62.8300,29.6100,202112,01,"6,550",2,-,-,2000,병암로38번길 5,-,중개거래,경남 창원진해구,-,다세대
19,경상남도 창원시 진해구 용원동,1134-10,1134,0010,덕일빌라,67.7100,27.7300,202112,01,"5,400",4,-,-,1997,용원남로7번길 21,-,직거래,-,-,다세대
20,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,88.9000,202112,01,"19,500",1,-,-,2003,냉천로107번길 14,-,중개거래,경남 창원진해구,-,연립
21,경상남도 창원시 진해구 경화동,1237,1237,0000,썬라이즈빌라,78.0000,48.7500,202111,29,"13,500",4,-,-,2003,조천로13번길 10,20220502,직거래,-,-,연립
22,경상남도 창원시 진해구 풍호동,722-4,0722,0004,뉴중앙골든프라자,72.2500,38.8000,202111,28,"13,900",6,-,-,2016,충장로541번길 6,-,중개거래,경남 창원진해구,-,다세대
23,경상남도 창원시 진해구 자은동,668-6,0668,0006,봉산빌라,74.1500,56.8800,202111,27,"10,200",1,-,-,1992,진해대로976번길 6-7,-,중개거래,경남 창원진해구,-,연립다세대
24,경상남도 창원시 진해구 북부동,86,0086,0000,강경빌라,73.5000,47.9800,202111,27,"5,000",2,-,-,2003,웅천북로 33,-,중개거래,경남 창원진해구,-,다세대
25,경상남도 창원시 진해구 풍호동,709-1,0709,0001,여명상가빌라,62.1000,23.9700,202111,26,"9,500",3,-,-,1995,풍호로 15,-,중개거래,경남 창원진해구,-,연립다세대
26,경상남도 창원시 진해구 제황산동,28-396,0028,0396,경남빌라,66.9600,40.5000,202111,24,"4,000",2,-,-,1998,인사로38번길 8,-,직거래,-,-,다세대
27,경상남도 창원시 진해구 경화동,972-7,0972,0007,영신A,83.4600,49.6000,202111,22,"10,000",2,-,-,1984,충장로 357,-,중개거래,경남 창원진해구,-,연립
28,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.9600,104.5800,202111,17,"24,800",1,-,-,2003,석동로 80,-,중개거래,경남 창원진해구,-,연립
29,경상남도 창원시 진해구 이동,508-6,0508,0006,일성빌라나동,68.7300,44.5600,202111,16,"9,150",1,-,-,1992,병암로30번길 5-5,-,중개거래,경남 창원성산구,-,연립
30,경상남도 창원시 진해구 이동,512,0512,0000,무지개,59.4900,64.7200,202111,15,"6,500",4,-,-,1985,병암로29번길 3,-,직거래,-,-,연립다세대
31,경상남도 창원시 진해구 대영동,9-1,0009,0001,대영연립가동,44.3300,29.5000,202111,12,"3,800",1,-,-,1990,태평로34번길 36,-,직거래,-,-,다세대
32,경상남도 창원시 진해구 대영동,13-1,0013,0001,제황빌라,68.3100,41.6000,202111,12,"3,800",3,-,-,1992,태평로34번길 28,-,중개거래,경남 창원진해구,-,다세대
33,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.7100,76.8400,202111,12,"15,500",3,-,-,2003,냉천로107번길 14,-,직거래,-,-,연립
34,경상남도 창원시 진해구 태백동,2-71,0002,0071,성화태백빌라,109.4600,74.0500,202111,10,"10,800",4,-,-,1993,진해대로563번길 23,-,중개거래,경남 창원진해구,-,연립
35,경상남도 창원시 진해구 이동,154-4,0154,0004,경남맨션,87.5200,45.2200,202111,10,"12,500",5,-,-,1993,이동로54번길 8,-,중개거래,경남 창원진해구,-,연립다세대
36,경상남도 창원시 진해구 여좌동,759-1,0759,0001,동민화이트빌,59.1135,45.8600,202111,10,"9,300",4,-,-,2007,여좌남로 30,-,직거래,-,-,다세대
37,경상남도 창원시 진해구 경화동,1145-1,1145,0001,경화원룸,27.6000,14.0400,202111,09,"2,200",1,-,-,2001,중초로37번길 9,-,중개거래,경남 창원진해구,-,다세대
38,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,95.7700,202111,08,"19,500",4,-,-,2003,냉천로107번길 14,20211124,중개거래,경남 창원진해구,-,연립
39,경상남도 창원시 진해구 소사동,9-39,0009,0039,세정아델하우스,65.1990,48.5960,202111,08,"6,000",3,-,-,2012,소사로 37,-,직거래,-,-,다세대
40,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,95.7700,202111,08,"19,500",4,-,-,2003,냉천로107번길 14,-,중개거래,경남 창원진해구,-,연립
41,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.7100,76.8400,202111,06,"18,000",4,-,-,2003,냉천로107번길 14,-,중개거래,경남 창원진해구,-,연립
42,경상남도 창원시 진해구 자은동,657-69,0657,0069,자은,46.7400,47.1000,202111,06,"3,200",1,-,-,1980,진해대로976번길 6-17,-,중개거래,경남 김해시,-,연립다세대
43,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,95.7700,202111,04,"18,000",4,-,-,2003,냉천로107번길 14,-,중개거래,경남 창원진해구,-,연립
44,경상남도 창원시 진해구 석동,268-12,0268,0012,제일원룸가동,28.3400,13.6010,202111,04,"2,500",1,-,-,2001,진해대로802번길 31,-,직거래,-,-,연립다세대
45,경상남도 창원시 진해구 경화동,1147-23,1147,0023,(1147-23),62.8100,53.6000,202111,03,"4,600",1,-,-,1979,중초로23번길 18-1,-,직거래,-,-,연립
46,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.7100,76.8400,202111,03,"16,400",4,-,-,2003,냉천로107번길 14,-,중개거래,경남 창원진해구,-,연립
47,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.7100,76.8400,202111,03,"17,000",3,-,-,2003,냉천로107번길 14,-,중개거래,경남 창원진해구,-,연립
48,경상남도 창원시 진해구 이동,512,0512,0000,무지개,59.4900,64.4000,202110,30,"7,200",4,-,-,1985,병암로29번길 3,-,-,-,-,연립다세대
49,경상남도 창원시 진해구 북부동,444-11,0444,0011,동인빌라,46.3200,43.6400,202110,30,"5,000",2,-,-,1990,웅천북로 35,-,-,-,-,다세대
50,경상남도 창원시 진해구 석동,118-16,0118,0016,대성주택B동,66.3800,65.6000,202110,28,"9,300",2,-,-,1983,냉천로 37-1,-,-,-,-,연립
51,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.8300,90.1500,202110,28,"20,500",4,-,-,2003,석동로 80,20211217,-,-,-,연립
52,경상남도 창원시 진해구 가주동,421-1,0421,0001,가주동빌라,50.0400,27.4900,202110,27,"5,000",4,-,-,1998,가주로 161,-,-,-,-,다세대
53,경상남도 창원시 진해구 경화동,1167-14,1167,0014,경화로얄빌리지,72.1460,31.8524,202110,27,"13,300",5,-,-,2016,충장로273번길 4-1,-,-,-,-,연립
54,경상남도 창원시 진해구 석동,268-12,0268,0012,제일원룸가동,31.2000,14.9740,202110,26,"2,600",2,-,-,2001,진해대로802번길 31,-,-,-,-,연립다세대
55,경상남도 창원시 진해구 자은동,704-1,0704,0001,옥주빌라,62.6300,59.0000,202110,23,"11,000",2,-,-,1990,진해대로989번길 19,-,-,-,-,다세대
56,경상남도 창원시 진해구 경화동,1495,1495,0000,유일하이츠빌라A,70.8000,45.5000,202110,23,"6,500",2,-,-,1991,조천로7번길 24-5,-,-,-,-,연립
57,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.9600,112.4100,202110,23,"23,000",3,-,-,2003,석동로 80,-,-,-,-,연립
58,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,95.7700,202110,23,"21,500",2,-,-,2003,냉천로107번길 14,-,-,-,-,연립
59,경상남도 창원시 진해구 이동,512,0512,0000,무지개,59.4900,64.7200,202110,23,"6,900",4,-,-,1985,병암로29번길 3,-,-,-,-,연립다세대
60,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,95.7700,202110,22,"19,300",4,-,-,2003,냉천로107번길 14,-,-,-,-,연립
61,경상남도 창원시 진해구 경화동,1199-5,1199,0005,우진그린빌라,75.3300,31.7000,202110,22,"7,900",3,-,-,1995,진해대로 640,-,-,-,-,연립
62,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,88.9000,202110,22,"19,100",1,-,-,2003,냉천로107번길 14,-,-,-,-,연립
63,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.9600,104.5800,202110,21,"27,000",1,-,-,2003,석동로 80,-,-,-,-,연립
64,경상남도 창원시 진해구 회현동,19,0019,0000,경남빌라,53.1800,33.1200,202110,21,"6,800",3,-,-,1998,편백로7번길 15,-,-,-,-,연립
65,경상남도 창원시 진해구 자은동,723,0723,0000,대윤빌라,62.5500,62.2000,202110,21,"11,000",2,-,-,1990,진해대로989번길 13-1,20211215,-,-,-,다세대
66,경상남도 창원시 진해구 자은동,708-2,0708,0002,대경빌라,54.7700,37.5400,202110,20,"12,500",3,-,-,1997,진해대로989번길 19-4,-,-,-,-,연립다세대
67,경상남도 창원시 진해구 자은동,723,0723,0000,대윤빌라,69.1200,68.7200,202110,20,"17,000",1,-,-,1990,진해대로989번길 13-1,-,-,-,-,다세대
68,경상남도 창원시 진해구 자은동,723,0723,0000,대윤빌라,69.1200,71.4000,202110,20,"16,000",2,-,-,1990,진해대로989번길 13-1,-,-,-,-,다세대
69,경상남도 창원시 진해구 자은동,704-1,0704,0001,옥주빌라,62.6300,60.0000,202110,20,"11,000",1,-,-,1990,진해대로989번길 19,-,-,-,-,다세대
70,경상남도 창원시 진해구 덕산동,58-4,0058,0004,은빛,81.3800,54.1583,202110,20,"9,000",2,-,-,2002,덕산로 20-20,-,-,-,-,다세대
71,경상남도 창원시 진해구 자은동,708-2,0708,0002,대경빌라,59.6400,40.8700,202110,20,"12,500",2,-,-,1997,진해대로989번길 19-4,-,-,-,-,연립다세대
72,경상남도 창원시 진해구 제황산동,28-523,0028,0523,부흥빌라나동,79.6200,54.8000,202110,20,"7,700",4,-,-,1995,충장로168번길 17,-,-,-,-,다세대
73,경상남도 창원시 진해구 자은동,723,0723,0000,대윤빌라,71.8200,71.4000,202110,20,"15,500",1,-,-,1990,진해대로989번길 13-1,-,-,-,-,다세대
74,경상남도 창원시 진해구 자은동,708-2,0708,0002,대경빌라,54.7700,37.5400,202110,20,"11,500",1,-,-,1997,진해대로989번길 19-4,-,-,-,-,연립다세대
75,경상남도 창원시 진해구 자은동,723,0723,0000,대윤빌라,69.1200,68.7200,202110,20,"15,700",2,-,-,1990,진해대로989번길 13-1,-,-,-,-,다세대
76,경상남도 창원시 진해구 자은동,708-2,0708,0002,대경빌라,101.0600,69.2500,202110,20,"20,000",4,-,-,1997,진해대로989번길 19-4,-,-,-,-,연립다세대
77,경상남도 창원시 진해구 자은동,704-1,0704,0001,옥주빌라,66.4200,60.0000,202110,20,"11,000",2,-,-,1990,진해대로989번길 19,-,-,-,-,다세대
78,경상남도 창원시 진해구 경화동,1473-3,1473,0003,경동빌라,48.6000,32.2580,202110,20,"5,000",2,-,-,1996,조천로31번길 31,-,-,-,-,연립
79,경상남도 창원시 진해구 자은동,723,0723,0000,대윤빌라,62.5500,62.2000,202110,20,"16,000",1,-,-,1990,진해대로989번길 13-1,-,-,-,-,다세대
80,경상남도 창원시 진해구 자은동,723,0723,0000,대윤빌라,75.1200,74.6800,202110,20,"19,300",2,-,-,1990,진해대로989번길 13-1,-,-,-,-,다세대
81,경상남도 창원시 진해구 자은동,708-2,0708,0002,대경빌라,57.4800,39.3900,202110,20,"11,500",1,-,-,1997,진해대로989번길 19-4,-,-,-,-,연립다세대
82,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.7100,76.8400,202110,19,"18,000",2,-,-,2003,냉천로107번길 14,20211220,-,-,-,연립
83,경상남도 창원시 진해구 죽곡동,100-2,0100,0002,태성빌라2동,65.7600,56.3100,202110,19,"3,900",4,-,-,1998,어은로35번길 25-4,-,-,-,-,다세대
84,경상남도 창원시 진해구 경화동,1156-8,1156,0008,동양A,47.7700,37.7000,202110,19,"4,850",1,-,-,1987,충장로235번길 21-7,-,-,-,-,다세대
85,경상남도 창원시 진해구 경화동,1280,1280,0000,유일전원빌라101,59.8700,49.9100,202110,19,"7,800",3,-,-,1995,조천로35번길 16,-,-,-,-,연립다세대
86,경상남도 창원시 진해구 경화동,1150-8,1150,0008,삼부,43.7400,46.6000,202110,18,"3,600",1,-,-,1984,충장로273번길 25,-,-,-,-,연립다세대
87,경상남도 창원시 진해구 여좌동,101-2,0101,0002,목련,72.5300,55.4500,202110,18,"8,000",3,-,-,1985,여명로25번나길 29,-,-,-,-,연립다세대
88,경상남도 창원시 진해구 자은동,305-9,0305,0009,경동빌라2차,59.4000,36.6000,202110,18,"7,000",2,-,-,1995,자은로88번안길 17,-,-,-,-,연립
89,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,88.9000,202110,16,"19,000",1,-,-,2003,냉천로107번길 14,-,-,-,-,연립
90,경상남도 창원시 진해구 석동,118-19,0118,0019,대성주택D동,46.7600,40.3000,202110,15,"6,900",1,-,-,1983,냉천로 39,-,-,-,-,연립
91,경상남도 창원시 진해구 여좌동,2-10,0002,0010,장복(2-10),46.9000,54.7700,202110,15,"3,500",3,-,-,1985,여좌천로116번길 13-7,-,-,-,-,다세대
92,경상남도 창원시 진해구 자은동,977-1,0977,0001,대동빌라트2단지,76.2300,97.7305,202110,13,"19,500",4,-,-,1996,냉천로108번길 5-16,-,-,-,-,연립
93,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,95.7700,202110,08,"17,900",4,-,-,2003,냉천로107번길 14,-,-,-,-,연립
94,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.8300,90.1500,202110,08,"21,200",2,-,-,2003,석동로 80,-,-,-,-,연립
95,경상남도 창원시 진해구 북부동,444-16,0444,0016,아일빌라,68.7700,33.5900,202110,07,"5,500",2,-,-,1992,웅천북로39번길 3,-,-,-,-,연립
96,경상남도 창원시 진해구 이동,512,0512,0000,무지개,59.4900,64.7200,202110,04,"6,000",2,-,-,1985,병암로29번길 3,-,-,-,-,연립다세대
97,경상남도 창원시 진해구 자은동,723,0723,0000,대윤빌라,75.1200,74.6800,202110,02,"22,000",1,-,-,1990,진해대로989번길 13-1,-,-,-,-,다세대
98,경상남도 창원시 진해구 자은동,704-1,0704,0001,옥주빌라,66.4200,60.0000,202110,02,"16,500",1,-,-,1990,진해대로989번길 19,-,-,-,-,다세대
99,경상남도 창원시 진해구 이동,523-7,0523,0007,태성빌라(523-7),104.1600,35.1600,202110,01,"10,000",3,-,-,1999,병암로 11-1,-,-,-,-,다세대
100,경상남도 창원시 진해구 석동,118-15,0118,0015,대성주택C동,50.4250,47.8000,202109,30,"8,000",3,-,-,1983,냉천로 39-1,-,-,-,-,연립
101,경상남도 창원시 진해구 경화동,846-15,0846,0015,"창성(가,나)",48.0600,43.8951,202109,29,"5,300",4,-,-,1986,조천북로146번길 3,-,-,-,-,연립
102,경상남도 창원시 진해구 여좌동,760-62,0760,0062,에이케이빌,73.2700,46.3714,202109,28,"15,000",4,-,-,2012,여좌남로 30-30,-,-,-,-,다세대
103,경상남도 창원시 진해구 경화동,1148-7,1148,0007,중초(1148-7),67.7700,41.0000,202109,25,"6,100",2,-,-,1979,중초로29번길 3,-,-,-,-,연립다세대
104,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,84.9600,127.1800,202109,25,"29,400",3,-,-,2003,석동로 80,-,-,-,-,연립
105,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,95.7700,202109,24,"19,000",4,-,-,2003,냉천로107번길 14,-,-,-,-,연립
106,경상남도 창원시 진해구 경화동,846-15,0846,0015,"창성(가,나)",48.0600,43.8951,202109,23,"4,000",2,-,-,1986,조천북로146번길 3,-,-,-,-,연립
107,경상남도 창원시 진해구 여좌동,761-147,0761,0147,(761-147),41.6300,28.1000,202109,23,"2,800",3,-,-,1990,여좌로21번길 15,-,-,-,-,다세대
108,경상남도 창원시 진해구 석동,118-16,0118,0016,대성주택B동,66.3800,66.4000,202109,20,"5,000",1,-,-,1983,냉천로 37-1,-,-,-,-,연립
109,경상남도 창원시 진해구 석동,355-3,0355,0003,락희빌라,77.8900,50.1770,202109,18,"10,700",4,-,-,2001,돌리로22번길 5-14,-,-,-,-,연립
110,경상남도 창원시 진해구 자은동,977-1,0977,0001,대동빌라트2단지,76.2300,97.7305,202109,17,"17,800",1,-,-,1996,냉천로108번길 5-16,-,-,-,-,연립
111,경상남도 창원시 진해구 이동,508-6,0508,0006,일성빌라나동,68.7300,44.5600,202109,17,"9,500",2,-,-,1992,병암로30번길 5-5,-,-,-,-,연립
112,경상남도 창원시 진해구 경화동,1461,1461,0000,경화(1461),65.9500,92.0000,202109,16,"4,700",1,-,-,1979,조천북로80번길 24-3,-,-,-,-,다세대
113,경상남도 창원시 진해구 여좌동,126-8,0126,0008,여좌테크노빌,57.3325,31.6040,202109,15,"10,500",5,-,-,2002,여좌남로41번길 8,-,-,-,-,다세대
114,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.8300,95.7700,202109,13,"19,800",3,-,-,2003,냉천로107번길 14,-,-,-,-,연립
115,경상남도 창원시 진해구 경화동,1156-8,1156,0008,동양A,47.7700,37.7000,202109,13,"4,850",1,-,-,1987,충장로235번길 21-7,20211019,-,-,-,다세대
116,경상남도 창원시 진해구 숭인동,20,0020,0000,아신빌라,70.6200,35.1000,202109,13,"11,700",1,-,-,1993,중원로10번길 16,-,-,-,-,다세대
117,경상남도 창원시 진해구 자은동,947-16,0947,0016,"혜성빌라A,B",62.8100,30.3200,202109,13,"8,500",3,-,-,1991,진해대로913번길 16,-,-,-,-,다세대
118,경상남도 창원시 진해구 석동,118-16,0118,0016,대성주택B동,66.3800,65.6000,202109,12,"8,700",2,-,-,1983,냉천로 37-1,-,-,-,-,연립
119,경상남도 창원시 진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.7100,76.8300,202109,10,"17,500",4,-,-,2003,냉천로107번길 14,-,-,-,-,연립
120,경상남도 창원시 진해구 이동,47-6,0047,0006,은하빌라,76.0300,38.1250,202109,09,"8,500",2,-,-,2001,충장로439번길 29,-,-,-,-,다세대
121,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,84.9600,127.1800,202109,08,"28,500",2,-,-,2003,석동로 80,-,-,-,-,연립
122,경상남도 창원시 진해구 석동,118-15,0118,0015,대성주택C동,50.4250,47.8000,202109,05,"7,000",2,-,-,1983,냉천로 39-1,-,-,-,-,연립
123,경상남도 창원시 진해구 근화동,23-3,0023,0003,보문빌딩,58.8000,19.2180,202109,04,"6,700",5,-,-,1995,백구로 13,-,-,-,-,연립
124,경상남도 창원시 진해구 경화동,1508-1,1508,0001,혜성빌라(1508-1),58.3500,38.7000,202109,03,"7,500",1,-,-,1990,조천로7번길 34,-,-,-,-,연립
125,경상남도 창원시 진해구 경화동,922-21,0922,0021,행복빌라(922-21),72.8900,53.3400,202109,03,"6,500",4,-,-,1998,경화로38번길 28,-,-,-,-,다세대
126,경상남도 창원시 진해구 경화동,1148-7,1148,0007,중초(1148-7),67.7700,41.0000,202109,02,"6,100",2,-,-,1979,중초로29번길 3,20210925,-,-,-,연립다세대
127,경상남도 창원시 진해구 대죽동,32-42,0032,0042,유림골든빌2차,52.8486,33.8750,202108,31,"10,500",5,-,-,2015,태평로48번길 22,-,-,-,-,다세대
128,경상남도 창원시 진해구 충무동,28-27,0028,0027,하이존텔-2-B동,38.6750,20.7600,202108,30,"2,900",2,-,-,2003,충장로176번길 17-1,-,-,-,-,다세대
129,경상남도 창원시 진해구 이동,69-21,0069,0021,대풍이동빌라,61.4700,34.3660,202108,29,"6,200",2,-,-,1994,동진로92번길 15,-,-,-,-,연립다세대
130,경상남도 창원시 진해구 여좌동,107-30,0107,0030,한일빌라(107-30),84.8400,43.2000,202108,29,"9,700",3,-,-,1990,여명로 51-1,-,-,-,-,연립
131,경상남도 창원시 진해구 여좌동,93-28,0093,0028,여좌연립,76.5300,78.7000,202108,28,"4,000",1,-,-,1978,여좌천로 72-1,-,-,-,-,연립
132,경상남도 창원시 진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.8300,83.4700,202108,28,"19,800",1,-,-,2003,석동로 80,-,-,-,-,연립
133,경상남도 창원시 진해구 경화동,1150-8,1150,0008,삼부,53.1900,56.6700,202108,27,"4,000",2,-,-,1984,충장로273번길 25,-,-,-,-,연립다세대
134,경상남도 창원시 진해구 속천동,4-2,0004,0002,유진파크뷰B동,68.1700,53.8660,202108,25,"13,100",2,-,-,2012,속천로 57,-,-,-,-,다세대
135,경상남도 창원시 진해구 화천동,50-1,0050,0001,중앙상가,80.3900,4.9600,202108,23,"8,800",3,-,-,1980,벚꽃로60번길 9-2,-,-,-,-,연립
136,경상남도 창원시 진해구 여좌동,2-30,0002,0030,로얄빌라,147.5400,86.0200,202108,21,"13,000",-1,-,-,1991,여좌천로 120,-,-,-,-,연립다세대
137,경상남도 창원시 진해구 경화동,1151-5,1151,0005,봉산하이츠빌라,68.0100,31.2600,202108,20,"10,000",5,-,-,1994,충장로285번길 27-1,-,-,-,-,연립다세대
138,경상남도 창원시 진해구 이동,47-6,0047,0006,은하빌라,76.0300,38.1250,202108,17,"8,700",3,-,-,2001,충장로439번길 29,-,-,-,-,다세대
139,경상남도 창원시 진해구 경화동,1274-3,1274,0003,대운빌라,36.1200,24.5110,202108,17,"3,200",1,-,-,2001,조천로17번길 7,-,-,-,-,다세대
140,경상남도 창원시 진해구 이동,47-6,0047,0006,은하빌라,76.0300,38.1250,202108,16,"10,000",2,-,-,2001,충장로439번길 29,-,-,-,-,다세대
141,경상남도 창원시 진해구 여좌동,305-3,0305,0003,수진빌라,71.6250,32.1400,202108,15,"11,800",4,-,-,2003,여좌로 110-2,-,-,-,-,다세대
142,경상남도 창원시 진해구 이동,346,0346,0000,대진빌라,74.6400,41.6250,202108,14,"7,800",4,-,-,2000,충장로407번길 9-7,-,-,-,-,다세대
143,경상남도 창원시 진해구 화천동,14,0014,0000,평화상가빌라,84.9300,29.3600,202108,14,"8,000",4,-,-,1992,중원로85번길 13,-,-,-,-,연립다세대
