□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
12,경상남도 창원시 마산합포구 교방동,365-1,0365,0001,럭키하이츠빌라,84.7700,39.7000,202211,01,"16,000",1,-,-,1991,회원서10길 109,-,직거래,-,-,연립
13,경상남도 창원시 마산합포구 월영동,257-2,0257,0002,만날재힐,59.7036,57.3400,202210,24,"8,600",1,-,-,2011,만날고개1길 25,-,중개거래,경남 창원마산합포구,-,연립
14,경상남도 창원시 마산합포구 자산동,124-9,0124,0009,중앙프라자,77.3800,32.5340,202210,22,"9,800",5,-,-,2003,자산동9길 30,-,직거래,-,-,다세대
15,경상남도 창원시 마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.3100,64.2037,202210,03,"6,100",1,-,-,1985,서촌길 28,20221007,중개거래,경남 창원마산합포구,-,연립
16,경상남도 창원시 마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.3100,64.2037,202210,03,"6,100",1,-,-,1985,서촌길 28,-,중개거래,경남 창원마산합포구,-,연립
17,경상남도 창원시 마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.3100,64.2037,202210,03,"6,100",1,-,-,1985,서촌길 28,20221007,중개거래,경남 창원마산합포구,-,연립
18,경상남도 창원시 마산합포구 산호동,31-11,0031,0011,플러스빌,72.1500,55.0250,202209,29,"16,800",2,-,-,2002,산호북14길 11,-,중개거래,경남 창원마산합포구,-,다세대
19,경상남도 창원시 마산합포구 진동면 요장리,268-34,0268,0034,새한비치빌라,62.7750,62.1430,202209,23,"4,200",4,-,-,1998,광암3길 19,-,직거래,-,-,다세대
20,경상남도 창원시 마산합포구 산호동,532-33,0532,0033,화이트빌2,59.9300,43.4840,202209,17,"10,500",2,-,-,2006,산호남8길 52,-,중개거래,경남 창원마산합포구,-,다세대
21,경상남도 창원시 마산합포구 교방동,365-7,0365,0007,대하주택(국민),45.8100,39.2300,202209,07,"6,100",1,-,-,1986,무학로 525,-,중개거래,경남 창원마산회원구,-,연립
22,경상남도 창원시 마산합포구 중앙동2가,1-432,0001,0432,원호주택,37.8800,28.1450,202209,03,"6,300",2,-,-,1981,중앙동3길 32-7,-,중개거래,경남 창원마산합포구,-,연립다세대
23,경상남도 창원시 마산합포구 자산동,15-8,0015,0008,자산한백빌라트,84.5900,46.4375,202209,02,"13,000",1,-,-,1996,자산북4길 28,-,중개거래,경남 창원마산합포구,-,연립다세대
24,경상남도 창원시 마산합포구 월영동,534-1,0534,0001,성진주택,59.4000,55.9200,202209,02,"8,500",1,-,-,1985,월영남1길 23,-,직거래,-,-,연립
25,경상남도 창원시 마산합포구 월영동,234-4,0234,0004,골든스위트102동(2개동),70.5700,67.1875,202209,01,"17,300",1,-,-,2014,문화서20길 25-2,-,중개거래,경남 창원마산합포구,-,다세대
26,경상남도 창원시 마산합포구 진동면 진동리,126-2,0126,0002,선우2차,74.4600,55.1250,202208,30,"10,000",4,-,-,2011,신성산로 6-15,-,중개거래,경남 창원마산합포구,-,다세대
27,경상남도 창원시 마산합포구 추산동,69-12,0069,0012,추산맨션,74.4800,46.3000,202208,29,"3,500",2,-,-,1982,몽고정길 76,-,직거래,-,-,연립다세대
28,경상남도 창원시 마산합포구 월영동,234-37,0234,0037,골든스위트103동,70.8399,70.3750,202208,27,"16,000",1,-,-,2015,문화서20길 27,-,직거래,-,-,다세대
29,경상남도 창원시 마산합포구 자산동,15-8,0015,0008,자산한백빌라트,84.5900,46.4375,202208,25,"7,750",4,-,-,1996,자산북4길 28,-,중개거래,경남 창원마산합포구,-,연립
30,경상남도 창원시 마산합포구 산호동,46-2,0046,0002,행운빌B동,83.6600,67.4085,202208,13,"17,800",4,-,-,2011,산호남6길 26,-,중개거래,경남 창원마산합포구,-,다세대
31,경상남도 창원시 마산합포구 월영동,234-4,0234,0004,골든스위트102동(2개동),70.5700,67.1875,202208,01,"18,850",1,-,-,2014,문화서20길 25-2,-,직거래,-,-,다세대
32,경상남도 창원시 마산합포구 교방동,365-16,0365,0016,동원,58.0000,37.0000,202208,01,"4,000",1,-,-,1984,무학로 517,-,직거래,-,-,다세대
33,경상남도 창원시 마산합포구 산호동,532-31,0532,0031,화이트빌6,59.9640,45.9270,202207,29,"9,000",3,-,-,2007,산호남8길 82,-,직거래,-,-,다세대
34,경상남도 창원시 마산합포구 완월동,168-17,0168,0017,영신빌라,55.5800,33.2500,202207,27,"4,600",1,-,-,1998,완월북5길 59,-,직거래,-,-,다세대
35,경상남도 창원시 마산합포구 서성동,84-221,0084,0221,우진목화주택,75.8500,69.8500,202207,25,"8,500",2,-,-,1984,동서남5길 8,-,중개거래,경남 창원마산합포구,-,연립
36,경상남도 창원시 마산합포구 서성동,83-62,0083,0062,서성,49.3500,32.6700,202207,23,"5,200",2,-,-,1983,동서남2길 17,-,중개거래,경남 창원마산합포구,-,연립
37,경상남도 창원시 마산합포구 교방동,370-1,0370,0001,형제상가빌라,74.0700,26.1600,202207,22,"10,000",3,-,-,1993,노산서18길 119,-,중개거래,경남 창원마산합포구,-,연립
38,경상남도 창원시 마산합포구 반월동,57-1,0057,0001,동명빌라,30.4000,18.4500,202207,20,"15,100",2,-,-,1995,반월남1길 48,-,중개거래,경남 창원마산합포구,-,다세대
39,경상남도 창원시 마산합포구 교방동,361-4,0361,0004,광신국민,49.3400,52.0375,202207,11,"7,000",2,-,-,1983,노산서18길 118,-,중개거래,경남 창원마산회원구,-,연립
40,경상남도 창원시 마산합포구 자산동,151-1,0151,0001,동산주택,42.9800,32.4000,202207,08,"1,800",1,-,-,1980,자산북3길 31,-,중개거래,경남 창원마산합포구,-,연립
41,경상남도 창원시 마산합포구 월영동,234-6,0234,0006,골든스위트101동,84.1041,93.4576,202206,29,"15,000",3,-,-,2013,문화서20길 35,-,중개거래,경남 창원마산합포구,-,연립
42,경상남도 창원시 마산합포구 문화동,14-220,0014,0220,80문화지구,54.0000,74.4700,202206,24,"13,600",1,-,-,1982,문화서12길 17,-,중개거래,경남 창원마산회원구,-,연립
43,경상남도 창원시 마산합포구 중앙동3가,4-336,0004,0336,성모맨션,49.4100,49.3750,202206,16,"7,350",2,-,-,1983,중앙북2길 7-1,-,중개거래,경남 창원마산합포구,-,연립
44,경상남도 창원시 마산합포구 월영동,234-51,0234,0051,골든스위트107동,72.9758,53.7300,202206,16,"16,500",2,-,-,2017,문화서20길 23,-,직거래,-,-,다세대
45,경상남도 창원시 마산합포구 월영동,241,0241,0000,골든스위트108동,116.4668,62.4500,202206,16,"41,500",1,-,-,2016,문화서20길 17,-,중개거래,경남 창원마산합포구,-,연립
46,경상남도 창원시 마산합포구 문화동,11-5,0011,0005,제일주택,58.2300,54.2800,202206,09,"6,900",1,-,-,1986,문화북10길 16,-,중개거래,경남 창원마산합포구,-,연립
47,경상남도 창원시 마산합포구 추산동,39-4,0039,0004,태양그린빌라,83.7900,49.9740,202206,03,"10,500",2,-,-,2000,성호남4길 49,-,중개거래,경남 창원마산합포구,-,다세대
48,경상남도 창원시 마산합포구 해운동,60,0060,0000,팔레스상가,115.3900,42.7599,202205,31,"19,500",6,-,-,1999,월영동16길 8,-,중개거래,경남 창원마산합포구,-,연립
49,경상남도 창원시 마산합포구 신흥동,2-4,0002,0004,상우다솜에이,61.3600,45.8515,202205,27,"13,000",5,-,-,2012,중앙남5길 84,-,직거래,-,-,다세대
50,경상남도 창원시 마산합포구 상남동,74-14,0074,0014,(74-14),69.1100,36.3200,202205,25,"13,300",3,-,-,2005,노산북8길 20,-,중개거래,경남 창원마산합포구,-,다세대
51,경상남도 창원시 마산합포구 진동면 고현리,127-1,0127,0001,고현빌라(나동),75.9800,67.6250,202205,24,"4,200",2,-,-,1997,고현새동네길 9,-,중개거래,경남 창원마산합포구,-,다세대
52,경상남도 창원시 마산합포구 산호동,46-2,0046,0002,행운빌B동,83.6600,67.4085,202205,18,"16,000",1,-,-,2011,산호남6길 26,-,중개거래,경남 창원마산합포구,-,다세대
53,경상남도 창원시 마산합포구 중앙동3가,2-3,0002,0003,경남데파트,78.1100,30.5500,202205,16,"9,700",5,-,-,1983,3·15대로 255,-,중개거래,경남 창원마산회원구,-,연립다세대
54,경상남도 창원시 마산합포구 산호동,46-34,0046,0034,행운빌A동,83.6600,67.5422,202205,11,"18,000",4,-,-,2011,산호남6길 28,-,중개거래,경남 창원마산합포구,-,다세대
55,경상남도 창원시 마산합포구 월영동,241,0241,0000,골든스위트108동,116.4668,62.4500,202205,10,"40,000",3,-,-,2016,문화서20길 17,-,중개거래,경남 창원마산합포구,-,연립
56,경상남도 창원시 마산합포구 진동면 진동리,136-1,0136,0001,진동파크빌,69.0100,55.7875,202205,07,"10,000",4,-,-,2012,신성산2길 26,-,중개거래,경남 창원마산합포구,-,다세대
57,경상남도 창원시 마산합포구 추산동,43-1,0043,0001,남산주택,45.8100,46.1785,202205,02,"3,800",3,-,-,1985,성호서1길 13-1,-,중개거래,경남 창원마산합포구,-,연립
58,경상남도 창원시 마산합포구 월영동,241,0241,0000,골든스위트108동,116.4668,62.4500,202204,29,"41,500",1,-,-,2016,문화서20길 17,20220616,중개거래,경남 창원마산합포구,-,연립
59,경상남도 창원시 마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.3100,64.2037,202204,26,"3,900",2,-,-,1985,서촌길 28,-,직거래,-,-,연립
60,경상남도 창원시 마산합포구 교방동,289-16,0289,0016,다보트윈빌102동,57.4000,38.6550,202204,25,"14,000",4,-,-,2002,교방서2길 78,-,중개거래,경남 창원마산회원구,-,다세대
61,경상남도 창원시 마산합포구 상남동,25-44,0025,0044,미화빌라,82.9400,49.7800,202204,24,"9,300",4,-,-,2003,노산북6길 7,-,중개거래,경남 창원마산합포구,-,다세대
62,경상남도 창원시 마산합포구 자산동,15-8,0015,0008,자산한백빌라트,84.5900,46.4375,202204,23,"7,800",4,-,-,1996,자산북4길 28,-,중개거래,경남 창원마산합포구,-,연립
63,경상남도 창원시 마산합포구 해운동,60,0060,0000,팔레스상가,115.3900,42.7599,202204,15,"19,500",6,-,-,1999,월영동16길 8,20220602,중개거래,경남 창원마산합포구,-,연립
64,경상남도 창원시 마산합포구 산호동,19-8,0019,0008,신흥그린빌라5,107.4600,81.0750,202204,13,"15,500",1,-,-,2002,산호북3길 9,-,중개거래,경남 창원마산합포구,-,다세대
65,경상남도 창원시 마산합포구 월영동,234-49,0234,0049,골든스위트105동,72.2100,62.2100,202204,13,"22,000",4,-,-,2016,문화서20길 25-1,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,-,다세대
66,경상남도 창원시 마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.3100,64.2037,202204,11,"5,800",1,-,-,1985,서촌길 28,-,중개거래,경남 창원마산합포구,-,연립
67,경상남도 창원시 마산합포구 신흥동,2-16,0002,0016,상우다솜디,74.4700,52.8300,202204,05,"17,750",3,-,-,2013,중앙남3길 29,20220426,중개거래,경남 창원마산합포구,-,다세대
68,경상남도 창원시 마산합포구 신흥동,2-16,0002,0016,상우다솜디,74.4700,52.8300,202204,05,"17,750",3,-,-,2013,중앙남3길 29,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,-,다세대
69,경상남도 창원시 마산합포구 문화동,11-5,0011,0005,제일주택,72.2700,66.6600,202204,02,"8,900",1,-,-,1986,문화북10길 16,-,중개거래,경남 창원마산합포구,-,연립
70,경상남도 창원시 마산합포구 산호동,31-11,0031,0011,플러스빌,72.1500,55.0250,202203,29,"14,750",3,-,-,2002,산호북14길 11,-,중개거래,경남 창원마산합포구,-,다세대
71,경상남도 창원시 마산합포구 월영동,258,0258,0000,더힐스,84.5204,63.6200,202203,27,"16,600",4,-,-,2014,만날고개1길 15,-,중개거래,경남 창원마산합포구,-,연립
72,경상남도 창원시 마산합포구 교방동,183-9,0183,0009,태우,54.0900,49.0140,202203,24,"6,700",1,-,-,1985,교방남1길 10,-,중개거래,경남 창원마산합포구,-,연립
73,경상남도 창원시 마산합포구 교방동,380-2,0380,0002,성호국민주택,45.0000,37.0762,202203,23,"5,000",3,-,-,1985,교방동1길 10,-,직거래,-,-,연립
74,경상남도 창원시 마산합포구 산호동,19-8,0019,0008,신흥그린빌라5,107.4600,81.0750,202203,23,"17,500",3,-,-,2002,산호북3길 9,-,중개거래,경남 창원마산합포구,-,다세대
75,경상남도 창원시 마산합포구 완월동,217-7,0217,0007,완월빌라,82.9400,48.6560,202203,21,"9,000",5,-,-,2005,고운로 181,-,직거래,-,-,다세대
76,경상남도 창원시 마산합포구 교방동,384-4,0384,0004,동림준맨션,53.5500,47.0068,202203,21,"11,000",2,-,-,1984,교방서5길 9,-,중개거래,경남 창원마산합포구,-,연립다세대
77,경상남도 창원시 마산합포구 교방동,359-4,0359,0004,동아,46.7800,32.9000,202203,07,"6,600",2,-,-,1982,교방북2길 28,-,중개거래,경남 창원마산합포구,-,연립다세대
78,경상남도 창원시 마산합포구 중앙동2가,1-432,0001,0432,원호주택,37.7900,28.1450,202202,26,"5,000",1,-,-,1981,중앙동3길 32-7,-,중개거래,경남 창원마산합포구,-,연립다세대
79,경상남도 창원시 마산합포구 중앙동2가,1-432,0001,0432,원호주택,50.6800,36.8070,202202,26,"8,500",2,-,-,1981,중앙동3길 32-7,-,중개거래,경남 창원마산합포구,-,연립다세대
80,경상남도 창원시 마산합포구 산호동,15-22,0015,0022,성심빌라,64.1100,40.7500,202202,22,"7,000",4,-,-,1995,산호북11길 54,-,중개거래,경남 창원마산합포구,-,다세대
81,경상남도 창원시 마산합포구 반월동,57-1,0057,0001,동명빌라,30.4000,18.4500,202202,22,"12,000",4,-,-,1995,반월남1길 48,-,직거래,-,-,다세대
82,경상남도 창원시 마산합포구 진동면 고현리,127-2,0127,0002,고현빌라(가동),75.9800,58.6250,202202,22,"5,700",2,-,-,1997,고현새동네길 9,-,직거래,-,-,다세대
83,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,21,"3,135",2,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
84,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,21,"3,375",2,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
85,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,21,"3,135",3,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
86,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,21,"3,135",3,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
87,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,21,"3,135",2,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
88,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,21,"3,375",2,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
89,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,38.7700,23.3800,202202,21,"5,238",3,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
90,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,38.7700,23.3700,202202,21,"5,238",4,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
91,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,21,"3,375",4,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
92,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,21,"3,375",3,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
93,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,21,"3,135",2,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
94,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,21,"3,375",5,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
95,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,21,"3,375",5,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
96,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,38.7700,23.3700,202202,21,"5,238",5,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
97,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,21,"3,375",3,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
98,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,38.7700,23.3700,202202,21,"5,238",5,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
99,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,21,"3,375",4,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
100,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,21,"3,135",2,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
101,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,38.7700,23.3700,202202,21,"5,238",4,-,-,2002,문화북4길 50,-,중개거래,경남 창원마산합포구,-,다세대
102,경상남도 창원시 마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.3100,64.2037,202202,15,"4,000",3,-,-,1985,서촌길 28,-,중개거래,경남 창원마산합포구,-,연립
103,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,12,"3,135",2,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
104,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,38.7700,23.3700,202202,12,"5,238",4,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
105,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,12,"3,375",2,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
106,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,12,"3,375",2,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
107,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,12,"3,135",2,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
108,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,38.7700,23.3700,202202,12,"5,238",5,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
109,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,12,"3,135",3,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
110,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,12,"3,375",3,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
111,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,12,"3,135",3,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
112,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,38.7700,23.3700,202202,12,"5,238",5,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
113,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,12,"3,375",5,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
114,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,38.7700,23.3800,202202,12,"5,238",3,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
115,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,12,"3,375",3,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
116,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,12,"3,375",4,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
117,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,38.7700,23.3700,202202,12,"5,238",4,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
118,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,12,"3,135",2,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
119,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,12,"3,375",5,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
120,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,18.9000,11.4000,202202,12,"3,135",2,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
121,경상남도 창원시 마산합포구 신창동,8-1,0008,0001,그린샘플하우스,20.2000,12.1800,202202,12,"3,375",4,-,-,2002,문화북4길 50,20220316,중개거래,경남 창원마산합포구,-,다세대
122,경상남도 창원시 마산합포구 상남동,41-5,0041,0005,예원시티빌,47.9746,37.9144,202202,08,"11,200",4,-,-,2012,상남시장로 11,-,중개거래,경남 창원마산회원구,-,연립
123,경상남도 창원시 마산합포구 상남동,41-5,0041,0005,예원시티빌,56.3989,44.5721,202202,07,"12,000",2,-,-,2012,상남시장로 11,-,중개거래,경남 창원마산회원구,-,연립
124,경상남도 창원시 마산합포구 교방동,365-7,0365,0007,대하주택(국민),50.5800,43.3000,202201,29,"6,000",1,-,-,1986,무학로 525,-,중개거래,경남 창원마산회원구,-,연립
125,경상남도 창원시 마산합포구 문화동,12-3,0012,0003,대주빌라맨션,152.1800,166.6700,202201,25,"35,000",2,-,-,1989,고운로 51-1,-,직거래,-,-,연립
126,경상남도 창원시 마산합포구 교방동,382-30,0382,0030,대남그린빌B동,84.7500,55.3000,202201,24,"19,000",3,-,-,2003,교방동2길 7,-,중개거래,경남 창원마산합포구,-,다세대
127,경상남도 창원시 마산합포구 중앙동2가,1-432,0001,0432,원호주택,60.5600,43.3020,202201,24,"10,300",2,-,-,1981,중앙동3길 32-7,-,중개거래,경남 창원마산합포구,-,연립다세대
128,경상남도 창원시 마산합포구 완월동,284-7,0284,0007,태화가든타운,130.9500,75.9800,202201,22,"21,000",4,-,-,1991,장군천로 8,-,중개거래,경남 창원마산합포구,-,연립
129,경상남도 창원시 마산합포구 완월동,168-17,0168,0017,영신빌라,65.6100,39.2600,202201,17,"5,800",3,-,-,1998,완월북5길 59,-,중개거래,경남 창원마산합포구,-,다세대
